language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
muya1243,-,-,-,-,k,o,r,-,o,w,o,-,-,-
muya1243,m,3,l,o,k,o,r,-,o,w,o,-,-,-
wuzl1236,m,a,-,-,-,-,l,-,a,w,o,-,-,-
vame1236,h,a,-,-,-,-,g,-,a,k,-,-,-,-
dugw1239,h,a,-,-,-,-,-,-,-,w,a,-,-,-
mere1246,z,e,-,-,w,e,z,-,e,w,e,-,-,-
gemz1238,h,u,-,-,-,-,-,-,-,w,a,-,-,-
mbuk1243,s,u,-,-,-,-,-,-,-,k,o,-,-,-
nort3047,p,a,-,-,-,-,s,-,-,t,a,-,-,-
cuvo1236,f,a,-,-,-,-,k,-,-,w,a,-,d,-
buwa1243,m,o,-,-,-,-,T,-,k,w,o,-,h,w
gava1241,N,t,-,-,-,-,s,-,3,b,o,-,h,w
mbed1242,m,u,t,-,-,-,S,-,u,k,o,-,h,-
mbar1260,s,u,-,-,-,-,-,-,-,k,o,-,y,-
budu1265,T,i,-,-,-,-,r,-,-,-,i,-,-,-
kanu1281,b,u,-,-,-,-,n,-,-,-,e,-,-,-
lagw1237,m,e,-,-,-,-,s,-,-,-,3,-,-,-
mser1242,-,a,-,-,-,-,S,-,-,-,a,-,r,-
afad1236,-,a,-,-,-,-,d,-,-,-,u,a,r,-
mpad1242,m,a,-,-,-,-,r,y,i,b,u,-,-,-
malg1250,k,a,-,-,-,-,s,-,-,-,3,-,-,-
chad1249,m,a,-,-,-,-,x,r,-,-,i,-,b,-
bata1314,k,a,-,-,-,-,d,-,-,-,e,-,-,-
fula1264,m,a,N,-,g,a,r,-,i,b,a,-,-,-
