language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
kamw1239,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,d,a,h,-,o,-,-,-,-,-,-,-
lama1288,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,d,a,-,-,-,-,-,-,-,-,-,-
nyim1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,u,k,-,a,-,-,-,-,-,-,-
molo1266,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,d,a,w,-,a,-,-,-,-,y,-,-
muya1243,-,-,h,i,n,d,i,r,m,-,-,i,-,-,-,n,d,i,g,-,i,-,-,-,-,r,-,-
muya1243,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,d,o,w,-,o,-,-,-,-,L,o,y
wuzl1236,-,-,-,-,-,-,-,-,m,3,g,u,-,-,-,-,r,-,L,-,a,-,-,-,-,-,-,-
wuzl1236,-,-,-,-,-,-,-,-,m,-,-,u,-,-,-,-,h,-,w,-,-,-,-,-,-,-,-,-
vame1236,-,-,h,3,-,-,-,-,b,-,-,a,-,-,-,-,l,-,-,-,a,-,-,-,-,-,-,-
vame1236,-,-,k,3,-,-,-,-,l,-,-,a,d,z,a,N,d,-,z,-,a,-,-,-,-,N,-,-
dugw1239,m,3,s,3,-,-,-,-,-,-,-,-,-,-,-,-,d,e,k,-,e,-,-,-,-,y,-,-
mere1246,-,-,s,3,-,-,-,-,-,-,-,-,-,-,-,-,d,a,k,-,a,-,-,-,-,-,-,-
gemz1238,-,-,s,3,-,-,-,-,-,-,-,-,-,-,-,-,d,a,k,-,-,-,-,-,-,-,-,-
mbuk1243,-,-,s,3,-,-,-,-,-,-,-,-,-,-,-,-,d,3,k,-,e,-,-,-,-,y,-,-
mbuk1243,-,-,s,3,-,-,-,-,-,-,-,-,-,-,-,-,d,a,k,-,-,-,-,-,-,-,-,-
mbuk1243,-,-,L,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,a,-,-,-,-,T,-,-
mbuk1243,-,-,s,i,-,-,-,-,-,-,-,-,-,-,-,-,l,E,k,-,-,-,-,-,-,-,-,-
nort3047,n,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,g,-,o,-,-,-,-,d,-,-
cuvo1236,-,-,s,3,-,-,-,-,-,-,-,-,-,-,-,-,d,a,k,-,a,-,-,-,-,-,-,-
buwa1243,-,-,m,e,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-
gava1241,-,-,m,i,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-
mbed1242,-,-,m,i,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-
mofu1248,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-
lagw1237,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,7,3,g,a,w,u,n,-,-
mser1242,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,7,e,-,-,-,-,-,-,-
afad1236,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,7,e,-,-,-,-,-,-,-
mpad1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,7,e,-,-,-,-,-,-,-
malg1250,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,7,e,-,-,w,u,n,-,-
bata1314,-,-,m,i,-,-,-,-,-,-,-,-,-,-,-,-,d,i,k,-,-,-,-,-,-,-,-,-
