language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
kamw1239,m,-,-,p,w,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-
psik1239,n,-,-,S,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nyim1251,b,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
molo1266,-,-,-,h,-,3,r,3,-,n,g,-,e,L,-,-,-,-,-,-
muya1243,y,e,-,b,-,e,L,e,-,-,-,-,-,y,-,-,-,-,-,-
muya1243,m,o,k,w,-,o,r,i,-,-,k,w,o,r,-,-,-,-,-,-
dugw1239,m,3,-,h,-,3,r,-,-,-,g,-,e,L,-,-,e,y,-,-
mere1246,m,a,-,h,-,3,r,-,-,N,g,-,e,L,-,-,e,-,-,-
gemz1238,m,a,-,h,-,3,r,-,-,-,g,-,a,L,-,-,e,-,-,-
mbuk1243,m,a,-,z,-,a,-,-,-,-,-,-,-,v,-,-,-,-,-,-
nort3047,-,-,-,h,-,u,t,o,n,n,g,-,e,z,-,-,e,w,e,d
cuvo1236,m,a,-,h,-,a,r,-,-,-,-,-,-,L,a,k,a,-,-,-
buwa1243,l,o,-,x,-,o,r,-,-,-,-,-,-,L,-,-,o,k,-,-
gava1241,n,-,-,y,-,e,r,-,-,-,-,-,-,-,-,-,e,N,-,-
mbed1242,-,-,-,-,-,-,d,-,-,-,-,-,-,Z,-,-,3,f,-,-
mofu1248,-,-,-,d,-,3,r,-,-,-,-,-,a,y,-,-,-,-,-,-
mofu1248,-,-,-,-,-,-,d,-,-,-,-,-,e,y,-,-,-,-,-,-
mser1242,m,-,-,-,-,3,s,-,-,-,k,-,a,b,-,-,3,-,-,-
mpad1242,m,-,-,b,-,3,l,-,-,-,k,-,-,7,-,-,a,n,-,-
malg1250,-,-,-,-,-,-,s,-,-,-,k,-,-,-,-,-,3,n,-,-
bata1314,-,-,-,b,-,3,r,-,-,-,-,-,3,t,-,-,-,-,-,-
