language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
molo1266,m,a,-,L,-,o,-,-,k,-,-,o
muya1243,m,o,-,L,-,o,h,-,k,-,-,u
muya1243,m,o,-,L,-,o,h,-,k,-,-,u
wuzl1236,m,a,-,L,-,o,h,-,p,-,-,o
wuzl1236,m,a,-,L,-,o,h,-,p,-,-,o
vame1236,-,a,-,l,v,a,r,-,-,-,-,e
dugw1239,m,a,-,b,-,o,r,-,-,-,-,-
mere1246,-,-,-,z,-,3,l,-,-,-,-,-
mere1246,-,-,-,z,-,3,l,-,-,-,-,-
nort3047,m,o,-,b,-,o,r,-,-,-,-,-
mbuk1243,z,i,-,y,-,e,l,-,-,-,-,-
cuvo1236,m,a,-,b,-,a,r,-,-,-,-,-
mofu1248,m,a,-,b,-,a,r,-,-,-,-,-
mofu1248,m,a,-,b,-,a,r,-,-,-,-,-
buwa1243,l,e,-,v,-,e,r,-,-,-,-,e
gava1241,m,o,-,b,-,o,r,-,-,-,-,-
mbed1242,m,a,-,b,-,o,r,-,-,-,-,-
bald1241,d,3,-,v,-,a,N,-,-,-,-,-
kamw1239,l,3,-,v,-,a,r,-,-,-,-,i
lama1288,-,3,r,v,-,a,r,-,-,-,-,e
lagw1237,z,3,-,v,-,3,n,-,-,-,-,i
mser1242,s,3,-,v,-,a,r,-,-,-,-,-
afad1236,-,-,-,f,t,3,r,-,-,-,-,-
mpad1242,-,-,-,f,t,a,r,-,-,-,-,-
malg1250,-,-,-,s,-,a,r,-,-,-,-,-
maje1243,-,-,-,b,w,a,-,-,-,-,-,-
mbar1260,d,i,-,v,-,a,N,-,-,-,-,-
marg1266,l,3,-,v,-,a,r,-,-,-,-,i
bata1314,-,-,-,t,-,u,r,u,k,u,m,e
chad1249,-,-,-,d,-,u,d,-,-,-,-,-
gaan1243,-,-,-,t,S,i,n,-,-,-,-,i
