language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
muya1243,k,i,s,-,-,-,-,-,-,-,f,i,t
wuzl1236,-,-,s,-,-,a,-,-,s,a,f,-,-
dugw1239,-,-,y,-,-,a,-,n,y,a,r,-,-
mbuk1243,-,-,y,-,-,a,-,n,y,a,r,-,-
cuvo1236,-,-,L,-,-,a,-,-,L,a,-,-,-
buwa1243,-,-,t,-,-,3,-,-,b,e,k,-,w
gava1241,-,-,L,-,-,o,-,m,b,o,h,-,-
gava1241,-,-,t,-,-,i,-,-,b,i,k,-,-
kamw1239,-,-,S,-,-,i,f,l,y,i,-,-,-
mser1242,-,-,y,a,s,a,-,-,m,a,t,e,-
mpad1242,-,-,d,-,-,i,-,-,S,i,-,-,-
mpad1242,-,m,s,-,7,a,-,-,f,a,l,-,-
malg1250,-,-,z,a,r,a,-,-,f,3,-,-,-
