language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
muya1243,-,-,-,-,L,-,e,-,-,-,l,-,-,-,-,-,-,-,-
dugw1239,-,-,m,a,g,-,e,y,m,3,d,-,a,m,-,-,-,-,a
mere1246,-,-,-,-,k,-,u,z,m,a,d,-,a,m,-,-,-,-,a
nort3047,L,i,n,a,g,-,-,-,-,o,g,-,o,b,-,-,-,-,o
cuvo1236,-,-,-,-,-,-,-,s,-,3,f,-,a,n,-,-,-,-,a
buwa1243,-,-,-,-,f,-,e,-,-,-,-,-,-,N,-,-,-,-,-
gava1241,-,-,-,-,f,-,e,-,-,-,-,-,-,N,-,S,i,b,i
mbed1242,-,-,-,-,f,-,e,-,-,-,-,-,-,N,-,-,-,-,-
kamw1239,-,-,-,-,t,l,3,-,-,-,-,-,-,n,3,T,-,-,i
lagw1237,-,-,-,-,f,-,e,l,m,a,g,-,a,r,-,-,-,-,a
mser1242,-,-,-,-,f,-,a,-,m,a,g,-,a,r,-,-,-,-,a
mpad1242,-,-,-,-,f,-,-,-,-,o,k,-,3,m,-,-,-,-,e
malg1250,-,-,-,-,f,-,e,d,-,3,g,b,a,m,-,-,-,-,e
