language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
muya1243,-,-,-,-,z,3,-,-,-,-,-,z,-,-,3,-,-,-,-,-,-
wuzl1236,i,w,3,t,s,3,-,k,-,a,-,r,-,m,3,t,u,y,u,-,-
vame1236,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,y,u,w,a
dugw1239,-,-,-,-,L,-,-,-,-,a,m,d,-,-,a,-,-,-,-,-,-
mere1246,-,-,-,-,p,-,-,-,-,3,-,r,-,-,e,-,-,-,-,k,-
nort3047,-,-,-,-,p,i,-,p,-,i,-,r,-,-,e,-,-,-,-,k,-
mbuk1243,-,-,-,-,-,-,-,-,-,-,-,d,-,-,e,-,-,-,-,w,-
cuvo1236,-,-,-,-,L,a,m,b,-,a,-,l,-,-,-,-,-,-,-,-,-
cuvo1236,g,-,3,-,r,e,-,w,g,3,-,r,-,-,e,-,-,-,-,w,-
cuvo1236,-,-,-,-,L,a,m,b,-,a,-,l,-,-,-,-,-,-,-,-,-
mbed1242,-,-,-,-,L,-,-,-,-,a,-,l,-,-,a,-,-,y,-,-,-
kamw1239,k,-,-,-,w,a,-,k,-,a,-,-,-,-,-,-,-,-,-,-,-
lagw1237,-,-,-,-,m,3,-,h,-,3,-,l,-,-,e,-,-,-,-,-,-
mser1242,-,-,-,-,p,a,-,y,-,a,-,r,-,-,e,-,-,-,-,-,-
afad1236,-,-,-,-,k,o,-,s,-,-,-,-,-,-,u,-,-,-,-,-,-
mpad1242,-,-,-,-,k,o,-,y,-,-,-,s,-,-,u,-,-,-,-,-,-
malg1250,-,-,-,-,-,-,-,y,-,-,-,-,-,-,u,-,-,-,-,-,-
mbar1260,-,-,-,-,m,a,-,y,-,-,-,g,u,b,u,-,-,-,-,-,-
chad1249,-,-,-,-,f,a,-,y,-,u,-,r,-,-,-,-,-,-,-,-,-
