language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
kamw1239,-,-,-,-,-,-,g,-,-,-,u,-,-,-,-,-,l,-,-,-,o,-,-
lama1288,-,-,-,-,-,-,g,-,-,-,w,-,-,-,-,a,l,-,-,-,a,-,-
molo1266,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-,l,-,-,-,a,y,-
muya1243,-,-,-,-,-,-,h,-,-,-,i,-,-,-,-,-,b,-,-,-,3,T,-
muya1243,-,-,-,-,-,-,k,-,-,-,3,-,-,-,-,-,l,-,-,-,i,-,-
muya1243,-,-,-,-,-,-,s,-,-,-,u,-,-,-,-,-,t,-,-,-,o,y,-
muya1243,-,-,-,-,s,e,g,-,-,-,3,-,-,-,-,-,-,-,-,-,-,k,-
muya1243,-,-,-,-,N,-,g,-,-,-,e,r,e,N,g,e,r,-,-,-,e,N,-
muya1243,-,-,-,-,-,-,k,-,-,-,u,s,-,-,f,u,r,-,-,-,u,m,o
muya1243,-,-,-,-,-,-,k,-,-,-,3,-,-,-,-,-,l,-,-,-,i,N,-
wuzl1236,-,-,-,-,m,3,k,-,-,-,u,-,-,-,-,-,l,-,-,-,e,d,-
wuzl1236,g,3,r,a,m,3,k,-,-,-,u,-,-,-,-,-,l,-,-,-,e,d,-
vame1236,-,-,-,-,-,-,k,u,N,g,u,-,-,-,-,-,l,-,-,-,a,-,-
vame1236,-,-,-,-,-,i,k,u,N,g,u,-,-,-,-,-,l,-,-,d,a,y,-
mbuk1243,-,-,-,-,w,u,k,-,-,-,w,-,-,-,-,-,-,-,-,-,e,k,-
mbuk1243,-,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,r,-,-,-,a,y,-
cuvo1236,-,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,l,-,-,-,i,y,a
buwa1243,-,-,-,-,-,-,N,-,h,w,o,-,-,-,-,-,l,-,-,-,-,-,-
gava1241,-,-,-,-,-,-,N,-,h,w,o,-,-,-,-,-,l,-,-,-,-,-,-
bata1314,-,-,-,-,n,-,g,-,-,b,3,-,-,-,-,-,n,-,-,g,e,-,-
dghw1239,-,-,-,-,-,-,g,-,-,-,w,-,-,-,-,a,l,n,a,n,a,-,-
