language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
molo1266,-,-,d,-,-,3,-,n,-,-,-,d,e,-,-,-,-,l,-,-,e,-,n,-,-,-,-
molo1266,-,-,-,-,-,e,-,-,-,-,-,n,-,-,-,-,-,-,-,-,e,-,n,-,-,-,-
molo1266,-,-,m,-,-,a,-,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,w,-,-,-,-
muya1243,-,-,t,-,-,i,-,n,-,-,-,d,e,-,-,-,-,l,-,-,i,-,N,-,-,-,-
muya1243,d,o,h,-,-,o,-,l,o,y,-,g,o,-,-,-,-,b,o,-,y,-,-,-,-,-,-
muya1243,-,-,m,-,-,i,-,k,-,-,-,s,3,-,-,-,-,w,-,-,i,-,d,-,-,-,-
muya1243,-,-,f,-,-,o,t,g,o,N,-,g,o,-,-,-,-,y,-,-,-,-,-,-,-,-,-
vame1236,-,-,m,-,-,a,-,f,a,-,-,f,a,t,a,S,i,g,-,-,a,-,-,-,-,-,-
vame1236,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,z,-,-,a,-,m,-,-,-,-
vame1236,-,a,d,-,-,3,-,g,u,m,t,s,a,-,-,-,-,l,-,-,a,-,-,-,-,-,-
vame1236,-,-,m,-,-,e,-,g,-,-,-,-,3,-,-,-,-,r,e,m,e,-,-,-,-,-,-
vame1236,-,-,Z,-,-,3,-,k,-,-,-,s,a,-,-,-,-,d,-,-,a,-,w,-,-,-,-
vame1236,-,-,Z,-,-,i,-,k,-,-,-,s,a,-,-,-,-,d,-,-,a,-,w,-,-,-,-
dugw1239,-,-,g,-,-,o,-,-,-,-,-,-,-,-,-,-,-,l,g,-,a,-,v,a,N,-,-
mere1246,-,-,d,-,-,3,-,-,-,-,-,-,-,-,-,-,-,d,-,-,e,-,w,-,-,-,-
nort3047,-,-,h,-,-,a,-,-,-,-,-,-,-,-,-,-,-,k,-,-,a,-,w,-,-,-,-
mbuk1243,-,-,s,-,-,3,-,-,-,-,-,-,-,-,-,-,-,d,-,-,e,-,k,-,-,-,-
mbuk1243,-,-,m,-,-,i,-,-,-,-,-,-,-,-,-,-,-,g,w,-,e,-,h,-,-,-,-
mbuk1243,-,-,d,-,-,a,-,-,-,-,-,-,-,-,-,-,-,l,-,-,a,-,b,a,h,a,y
mbuk1243,-,-,t,-,-,e,-,m,-,-,-,-,-,-,-,-,-,s,-,-,e,-,w,-,-,-,-
mbuk1243,-,-,d,-,-,3,-,-,-,-,-,-,-,-,-,-,-,d,-,-,e,-,w,-,-,-,-
cuvo1236,-,-,z,-,-,e,-,-,-,-,-,-,-,-,-,-,-,z,-,-,e,k,w,-,-,-,-
mofu1248,-,-,z,-,-,e,-,-,-,-,-,-,-,-,-,-,-,z,-,-,3,k,w,-,-,-,-
mofu1248,-,-,z,-,-,e,-,-,-,-,-,-,-,-,-,-,-,z,-,-,e,k,w,-,-,-,-
buwa1243,-,-,z,-,-,e,-,-,-,-,-,-,-,-,-,-,-,z,-,-,e,k,w,-,-,-,-
gava1241,-,-,S,-,-,e,-,-,-,-,-,-,-,-,-,-,-,S,-,-,u,k,-,-,-,-,-
mbed1242,-,-,Z,-,-,y,-,k,-,-,-,-,-,-,-,-,-,Z,-,-,y,k,-,-,-,-,-
bald1241,-,-,g,-,-,u,-,-,-,-,-,-,-,-,-,-,-,g,a,-,i,-,7,-,-,-,-
kamw1239,-,-,S,-,-,i,-,-,-,-,-,-,-,-,-,-,-,S,-,-,i,-,-,-,-,-,-
psik1239,-,-,S,-,-,i,-,-,-,-,-,-,-,-,-,-,-,S,-,-,i,-,-,-,-,-,-
suku1272,-,-,S,-,-,i,-,-,-,-,-,-,-,-,-,-,-,S,-,-,i,-,-,-,-,-,-
lagw1237,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,-,-,g,-,-,i,-,-,-,-,-,-
mser1242,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,-,-,g,a,-,i,-,-,-,-,-,-
afad1236,-,-,s,-,-,a,-,n,-,-,-,-,-,-,-,-,-,k,-,-,3,-,n,-,-,-,-
mpad1242,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,h,-,-,e,-,-,-,-,-,-
malg1250,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,n,-,-,-,-
masl1241,-,-,s,-,-,a,-,n,-,-,-,-,-,-,-,-,-,k,-,-,o,-,-,-,-,-,-
maje1243,-,-,w,i,n,a,-,-,-,-,-,-,-,-,-,-,-,g,d,-,a,-,l,-,-,-,-
mbar1260,-,-,s,-,-,i,-,-,-,-,-,-,-,-,-,-,-,l,-,-,e,-,-,-,-,-,-
bata1314,-,-,r,-,-,u,-,-,-,-,-,-,-,-,-,-,-,k,u,n,e,-,-,-,-,-,-
chad1249,-,-,d,-,-,a,-,-,-,-,-,-,-,-,-,-,-,b,-,-,i,-,-,-,-,-,-
dghw1239,-,-,S,-,-,i,-,-,-,-,-,-,-,-,-,-,-,S,-,-,e,-,-,-,-,-,-
