language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
suku1272,-,-,-,-,-,y,i,y,-,-,-,-,-,-,-,i,-
molo1266,-,-,-,-,-,d,e,d,-,-,-,-,-,-,-,e,-
muya1243,-,-,-,-,-,d,e,d,-,-,-,-,-,-,-,i,-
wuzl1236,i,y,a,-,a,L,e,h,-,-,-,-,-,-,-,e,-
vame1236,m,-,a,m,a,d,u,n,-,-,-,-,-,-,-,a,-
dugw1239,-,-,-,-,-,d,e,d,-,-,-,-,-,-,-,e,-
mere1246,m,-,a,-,-,y,i,b,3,-,-,-,-,-,b,a,-
gemz1238,m,-,a,-,-,-,-,m,-,-,-,-,-,-,-,a,-
mbuk1243,m,-,-,-,-,-,i,y,-,-,-,-,-,-,-,e,-
nort3047,-,-,-,-,-,d,i,d,e,m,o,n,g,o,s,a,N
cuvo1236,m,-,a,-,-,-,-,m,a,-,-,N,t,a,m,a,N
mbed1242,-,-,-,-,-,d,i,d,-,-,-,-,-,-,-,e,-
mbar1260,-,-,-,-,-,d,a,d,-,-,-,-,-,-,-,a,-
budu1265,-,-,-,-,-,-,-,-,-,-,-,-,k,a,k,a,-
kanu1281,-,-,-,-,-,-,-,-,-,-,-,-,k,a,k,a,-
lagw1237,-,-,-,-,-,-,i,y,a,-,-,-,k,a,k,a,-
mser1242,-,-,-,-,-,d,i,-,-,-,-,-,t,3,r,3,n
afad1236,-,-,-,-,-,-,i,y,a,-,-,-,k,a,k,a,-
mpad1242,-,-,-,-,-,-,-,y,a,-,-,-,k,-,-,a,-
malg1250,-,-,-,-,-,d,i,-,a,-,-,-,t,-,-,a,n
masl1241,-,-,-,-,-,-,i,y,a,-,-,-,k,a,k,a,-
maje1243,-,-,-,-,-,-,i,y,a,-,-,-,k,-,-,a,-
haus1257,-,-,-,-,-,k,a,-,-,-,-,-,-,a,k,a,-
