language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
kamw1239,-,-,-,s,-,-,-,-,a,-,-,-,-,-
lama1288,-,-,-,s,-,-,-,-,a,-,-,-,-,-
nyim1251,-,-,-,z,-,-,-,-,a,-,-,-,-,-
molo1266,-,-,-,s,-,-,-,-,e,-,-,-,-,-
muya1243,m,o,k,s,-,-,-,-,o,-,-,-,-,-
muya1243,-,-,-,d,-,-,-,-,i,v,i,T,-,-
muya1243,-,-,-,s,-,-,-,-,i,-,-,-,-,-
wuzl1236,-,-,-,g,w,a,n,d,3,-,-,d,k,u
wuzl1236,-,-,-,k,u,-,n,-,u,-,-,-,-,-
wuzl1236,-,-,-,s,-,-,-,-,i,-,-,-,-,-
vame1236,-,-,-,s,-,-,-,-,a,w,a,-,-,-
vame1236,-,a,y,s,-,-,-,-,a,d,a,y,-,-
dugw1239,m,a,-,s,-,-,-,-,a,-,-,y,-,-
mere1246,-,-,-,s,-,-,-,-,a,w,a,y,-,-
gemz1238,m,e,-,s,-,-,-,-,e,-,-,-,-,-
mbuk1243,-,-,-,s,-,-,-,-,a,-,-,-,-,-
mbuk1243,-,-,-,k,u,-,n,-,o,-,-,-,-,-
mbuk1243,-,-,-,g,u,-,m,b,o,-,-,z,-,-
nort3047,-,-,-,s,i,-,-,g,o,-,-,d,-,-
cuvo1236,-,-,-,s,-,-,-,-,a,-,-,-,-,-
buwa1243,-,-,-,s,-,-,-,-,o,-,-,-,-,-
gava1241,-,-,-,s,-,-,-,-,o,-,-,-,-,-
mbed1242,l,a,y,s,-,-,-,-,a,-,-,-,-,-
bald1241,-,-,-,s,-,-,-,-,i,-,i,7,-,-
mbar1260,-,-,-,s,-,-,-,-,i,-,-,-,-,-
budu1265,-,-,-,x,-,-,-,-,-,-,i,3,-,-
kanu1281,-,-,-,y,-,-,-,-,a,k,i,n,-,-
lagw1237,-,-,-,s,-,-,-,-,a,w,u,n,-,-
mser1242,-,-,-,s,-,-,-,-,e,-,-,-,-,-
afad1236,-,-,-,s,-,-,-,-,e,-,-,-,-,-
mpad1242,-,-,-,s,-,-,-,-,e,-,-,-,-,-
malg1250,-,-,-,y,-,-,-,-,a,w,u,n,-,-
zina1234,-,-,-,s,y,-,-,-,a,-,-,-,-,-
mafa1239,-,-,-,s,-,-,-,-,3,-,-,-,-,-
dghw1239,x,u,-,t,-,-,-,-,a,-,-,-,-,-
