language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
kamw1239,p,-,-,-,a,-,-,t,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nyim1251,t,-,-,-,-,-,-,l,-,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vame1236,-,-,-,-,-,-,-,L,-,u,-,m,-,-,-,i,y,-,-,-,-,-,-,-,-,a
dugw1239,m,-,-,-,3,-,-,l,-,3,-,m,-,-,-,e,-,-,-,-,-,y,-,-,-,-
mere1246,-,-,-,-,-,-,-,d,-,a,-,m,-,-,-,a,l,a,-,-,-,y,g,3,r,-
gemz1238,m,e,m,b,3,-,-,d,i,a,-,m,e,m,b,3,r,e,m,e,m,b,-,3,r,e
nort3047,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,e
cuvo1236,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,3,L,-,-,-,-,-,-,-,-,a
cuvo1236,-,-,-,-,-,-,-,T,-,a,-,T,-,-,-,a,l,-,-,-,-,-,-,-,-,a
buwa1243,t,-,-,s,o,t,-,s,-,o,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-
buwa1243,-,-,-,-,-,-,-,L,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
buwa1243,-,-,-,-,-,-,-,l,-,o,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gava1241,n,-,-,-,-,-,-,d,-,3,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mbed1242,k,-,-,-,3,-,-,d,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kanu1281,-,-,-,-,a,-,-,l,-,a,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,a
lagw1237,L,-,-,-,3,-,-,l,-,u,n,h,-,-,-,-,-,-,-,-,-,-,-,-,-,e
mser1242,s,-,-,-,-,-,-,r,-,a,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,e
mpad1242,h,-,-,-,3,n,a,l,-,a,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,a
malg1250,d,-,-,-,e,-,-,d,-,3,-,f,-,-,-,-,r,-,-,-,-,-,-,-,-,e
chad1249,-,-,-,-,a,-,-,l,-,a,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,a
