language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
nyim1251,b,u,r,t,i,t,o,l,i,-,-,-
vame1236,-,-,-,-,-,-,-,d,i,p,e,N
dugw1239,-,-,-,-,-,-,-,-,-,p,e,N
gemz1238,-,-,-,-,-,-,-,t,i,y,e,-
mbuk1243,-,-,-,-,-,-,-,d,i,p,a,-
mbuk1243,-,-,-,-,-,-,-,-,-,p,e,n
lagw1237,-,-,-,-,-,-,-,d,i,p,a,-
mser1242,-,-,-,-,-,-,-,d,i,p,a,-
mpad1242,-,-,-,-,-,-,-,m,a,p,a,-
mpad1242,b,-,r,-,-,-,o,d,i,-,-,-
mpad1242,-,-,-,-,-,-,-,d,i,p,a,-
malg1250,-,-,-,-,-,-,-,d,i,p,a,-
chad1249,-,-,-,-,-,-,-,d,i,p,a,-
chad1249,-,-,-,-,-,-,-,m,a,p,a,-
haus1257,b,u,r,-,-,-,o,d,i,-,-,-
