language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
molo1266,-,v,-,3,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-
muya1243,-,t,-,o,t,u,r,-,-,-,-,-,-,b,-,-,-,-,-,u,-
muya1243,-,t,-,o,t,u,r,-,-,-,-,-,-,b,-,-,-,-,-,u,-
wuzl1236,-,g,-,u,-,-,l,-,-,-,-,-,-,v,-,-,-,-,-,3,t
dugw1239,-,-,-,-,-,-,-,-,-,-,-,-,-,b,3,t,-,-,-,a,-
nort3047,-,-,-,a,-,-,-,-,-,-,-,-,-,f,-,T,-,-,-,o,-
mbuk1243,-,m,-,3,-,-,r,-,-,-,-,-,-,w,-,-,-,-,-,e,T
mbuk1243,-,-,-,-,-,-,r,-,-,-,-,3,-,b,-,-,-,-,-,a,-
mbuk1243,s,i,s,e,-,-,r,-,-,s,-,3,u,k,-,-,-,-,-,o,-
cuvo1236,-,m,-,e,-,-,l,w,e,T,m,3,r,w,-,-,-,-,-,e,T
buwa1243,-,w,-,e,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,e,k
buwa1243,-,h,-,3,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,o,f
gava1241,-,w,-,3,-,-,l,-,-,-,-,i,n,y,-,-,-,-,-,i,k
mbed1242,-,b,-,i,r,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,k
kamw1239,t,s,-,u,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,i,-
suku1272,-,s,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
lagw1237,-,-,-,-,-,-,g,-,-,-,-,u,-,f,-,t,-,-,-,i,-
mser1242,-,w,-,a,-,-,r,-,-,-,-,3,-,m,-,t,3,n,g,i,-
afad1236,-,-,-,e,-,-,l,-,-,-,-,-,-,b,-,-,-,-,-,o,-
mpad1242,-,n,-,3,-,m,d,-,-,-,-,-,-,-,-,-,-,-,-,3,-
malg1250,-,-,-,-,-,-,l,-,-,-,-,3,-,b,-,-,-,-,-,3,-
budu1265,-,f,-,3,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,3,n
maje1243,-,-,-,-,-,-,g,-,-,-,-,u,-,f,-,t,-,-,-,e,-
hwan1240,-,f,-,i,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,e,-
chad1249,-,r,-,u,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,a,d
