language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
vame1236,-,-,-,d,i,l,e,-,-,h,a,r,m,a,n,a,-,-,-,-,-,-,-,-,-,-
dugw1239,d,e,m,d,-,-,a,l,i,y,a,r,-,-,-,a,-,y,-,-,-,-,-,-,-,-
mere1246,-,-,-,d,-,-,a,-,-,h,3,l,-,-,-,a,-,y,-,-,-,-,-,-,-,-
mere1246,-,-,-,d,-,-,a,-,-,h,3,l,-,-,-,a,-,y,-,-,-,-,-,-,-,-
gemz1238,-,-,-,m,-,-,a,-,m,b,o,l,-,-,-,o,-,z,-,o,d,-,3,m,N,a
nort3047,z,u,n,d,-,-,-,-,-,-,i,l,-,-,-,-,-,i,-,-,-,-,-,-,-,-
cuvo1236,-,-,-,d,-,-,a,-,-,h,-,l,-,-,-,a,-,-,-,-,-,-,-,-,-,-
gava1241,-,-,-,d,-,-,o,-,-,h,o,l,-,-,-,o,-,y,-,-,-,-,-,-,-,-
mbed1242,-,-,-,d,-,-,-,-,-,-,a,l,-,-,-,a,-,y,-,-,-,-,-,-,-,-
budu1265,-,-,-,d,-,-,3,-,-,g,3,r,-,-,-,a,-,m,-,-,-,-,-,-,-,-
kanu1281,-,-,-,-,-,-,-,-,-,k,3,l,-,-,-,a,-,y,-,a,-,k,3,-,-,-
lagw1237,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,u,l,g,u,a,L,-,e,-,-,-
mser1242,-,-,-,-,-,-,-,-,-,p,-,r,-,-,-,a,n,y,-,a,p,-,e,-,-,-
afad1236,-,-,-,-,-,-,-,-,-,k,3,l,-,-,-,a,-,y,-,a,s,k,3,-,-,-
mpad1242,-,-,-,-,-,-,-,-,-,k,3,l,-,-,-,a,-,y,-,a,s,k,3,-,-,-
malg1250,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,3,g,b,-,a,L,-,e,-,-,-
masl1241,-,-,-,-,-,-,-,-,-,-,u,l,-,-,-,u,-,g,-,-,r,-,3,m,-,-
chad1249,-,-,-,-,-,-,-,-,-,k,i,l,-,-,-,a,-,s,-,-,-,k,u,-,-,-
maje1243,-,-,-,-,-,-,-,-,-,k,-,l,-,-,-,a,-,y,-,a,s,k,u,-,-,-
