language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
vame1236,-,-,-,-,-,S,u,-,-,h,-,i,-,y,-,a
dugw1239,-,-,-,-,-,m,3,t,3,r,-,e,-,y,-,-
mbuk1243,-,-,-,-,-,t,3,-,-,r,-,e,-,-,-,-
mbuk1243,-,-,-,-,-,g,3,n,-,g,-,e,-,z,-,-
mbuk1243,-,-,-,-,-,y,i,n,-,y,-,e,-,-,-,-
buwa1243,-,-,-,-,-,l,a,g,u,l,-,o,-,k,-,-
gava1241,-,-,-,-,-,h,3,-,-,d,-,3,-,w,-,-
mbed1242,-,-,-,-,-,d,-,Z,u,g,-,o,m,N,m,a
kamw1239,m,p,a,r,a,v,u,n,-,g,-,o,-,-,-,-
lagw1237,m,-,3,s,-,7,a,-,-,k,w,a,-,-,-,-
mser1242,m,-,-,s,-,7,a,-,-,k,w,a,-,n,-,-
mpad1242,-,-,-,-,-,w,o,-,-,g,-,3,-,-,-,-
malg1250,-,-,-,-,-,h,o,-,-,g,-,3,-,-,-,-
