language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
wuzl1236,f,-,-,a,-,t,m,-,-,-,3,t,s,-,-,a,-,m,i,y,o,-,-,-
dugw1239,h,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,a,-,-,-
mere1246,h,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,a,-,-,-
nort3047,p,-,-,a,-,s,n,g,-,-,-,-,-,-,-,-,-,-,3,l,a,y,l,e
mbuk1243,s,-,-,3,-,s,-,-,-,-,-,-,-,-,-,-,-,-,u,k,o,-,-,-
cuvo1236,p,-,-,a,-,s,-,k,a,p,a,-,L,-,-,a,-,-,u,w,a,y,-,-
buwa1243,p,-,-,E,-,S,-,k,-,-,o,-,N,-,g,a,-,m,o,z,a,-,-,-
gava1241,p,-,-,i,-,S,-,t,-,-,o,-,h,e,r,e,k,m,o,-,-,-,-,-
kamw1239,v,i,r,a,-,L,-,-,-,-,o,-,v,i,T,-,-,-,i,k,3,-,g,i
suku1272,v,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-
lagw1237,m,-,-,e,-,s,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
mser1242,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,a,w,a,-,l,-
afad1236,-,-,-,a,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,u,a,-,r,-
mpad1242,-,-,-,a,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,w,a,-,r,-
malg1250,-,-,-,a,S,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
budu1265,-,-,-,a,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-
chad1249,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,u,7,a,-,-,-
