language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
muya1243,-,-,-,-,b,-,-,-,3,r,-,-,-,-,n,-,-,i,-,-,-,-
vame1236,-,-,-,-,b,-,-,-,i,r,-,-,-,-,n,-,-,i,-,-,-,-
dugw1239,-,-,-,-,b,-,-,-,e,r,-,-,-,-,n,-,-,e,-,-,y,-
mere1246,-,-,-,-,w,u,-,L,a,h,-,-,-,-,-,-,-,i,g,3,m,a
nort3047,L,a,l,a,m,-,-,-,a,d,-,a,d,a,n,-,-,-,-,-,-,-
cuvo1236,-,-,-,-,w,-,-,-,u,-,-,-,-,-,n,-,-,a,-,-,m,-
mbed1242,-,-,-,-,w,a,n,d,a,l,-,-,-,a,N,-,-,-,-,-,-,-
kamw1239,-,-,-,-,m,-,-,-,o,l,-,-,-,-,-,-,-,3,-,-,m,o
lama1288,-,-,-,-,-,-,-,-,-,l,-,-,-,-,w,-,-,a,-,-,-,-
lagw1237,-,-,-,-,b,-,-,-,3,r,-,-,-,-,n,-,-,i,-,-,-,-
mser1242,-,-,-,-,b,-,-,-,3,r,-,-,-,-,n,-,-,i,-,-,-,-
afad1236,-,-,-,-,w,-,-,-,o,l,h,3,-,-,l,a,g,3,-,-,-,-
mpad1242,-,-,-,-,b,-,-,-,3,r,-,-,-,-,n,-,-,i,-,-,-,-
malg1250,-,-,-,-,b,-,-,-,3,r,-,-,-,-,n,-,-,i,-,-,-,-
budu1265,-,-,-,-,b,-,-,-,3,r,-,-,-,-,n,-,-,i,-,-,-,-
bata1314,-,-,-,-,w,-,-,-,a,d,-,-,-,-,-,-,-,u,-,-,k,u
haus1257,-,-,-,-,b,-,-,-,i,r,-,-,-,-,n,i,-,i,-,-,-,-
dghw1239,-,-,l,u,w,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
