language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
molo1266,-,-,-,t,-,a,f,-,-,-,-,-,-,-,-,-,-,-,-
muya1243,-,-,-,t,-,i,f,e,-,-,-,y,-,-,-,-,-,-,-
wuzl1236,-,-,-,d,z,a,b,-,-,-,-,-,-,-,-,-,-,-,-
vame1236,-,-,-,t,-,i,f,a,-,-,-,-,-,-,-,-,-,-,-
dugw1239,m,-,3,t,-,3,f,e,y,L,e,L,-,-,-,e,b,-,-
mere1246,-,-,-,k,-,-,-,a,-,-,-,N,-,-,-,a,k,-,-
nort3047,p,-,3,t,-,u,k,a,-,-,-,g,-,-,-,o,d,-,-
mbuk1243,-,-,-,-,-,-,p,e,-,-,-,r,-,-,-,e,-,-,-
mbuk1243,-,-,-,t,-,3,f,-,-,-,-,-,-,-,-,e,-,-,-
cuvo1236,-,-,-,T,-,a,b,-,-,-,-,-,-,-,-,a,-,-,-
buwa1243,N,-,-,t,-,e,f,-,-,-,-,-,-,-,-,-,-,-,-
gava1241,N,-,-,t,-,i,f,-,-,-,-,-,-,-,-,-,-,-,-
mbed1242,-,-,-,-,-,-,p,3,-,-,-,r,-,-,-,-,-,-,-
kamw1239,n,-,-,t,y,i,v,i,-,-,-,-,-,-,-,-,-,-,-
lagw1237,-,-,-,t,-,3,f,e,-,-,-,l,n,a,h,e,-,-,-
mser1242,-,-,-,t,-,a,f,3,g,-,-,r,-,-,-,e,y,-,-
afad1236,-,-,-,L,-,3,-,e,-,-,-,r,-,-,-,e,-,-,-
mpad1242,-,-,-,S,-,i,-,e,-,-,-,n,-,i,-,e,y,o,-
malg1250,-,-,-,l,-,-,-,e,-,-,-,d,-,-,-,3,d,u,a
mbar1260,-,-,-,t,-,u,f,-,-,-,-,-,-,-,-,-,-,-,-
bata1314,-,-,-,t,-,3,f,-,-,-,-,-,-,-,-,-,-,-,-
bata1314,S,-,e,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bata1314,b,w,a,d,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
