language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
molo1266,-,-,-,-,s,-,-,o,b,-,-,-,-,-,-
muya1243,-,-,-,-,T,-,-,3,d,-,-,-,-,-,-
wuzl1236,-,-,-,-,s,-,-,3,b,a,-,-,y,-,-
wuzl1236,-,-,-,-,L,-,-,a,b,-,-,-,-,-,-
vame1236,-,m,3,-,T,-,-,e,-,-,-,d,y,a,-
vame1236,-,-,-,-,s,-,-,a,w,a,a,n,y,e,-
dugw1239,-,-,-,-,m,3,s,o,b,e,-,-,y,-,-
mere1246,-,-,-,-,s,u,s,u,b,-,-,-,-,-,-
nort3047,-,-,-,-,s,-,-,u,b,a,-,-,g,o,d
mbuk1243,-,-,-,-,s,u,s,E,b,-,-,-,-,-,-
cuvo1236,-,-,-,-,s,a,s,-,b,a,-,-,-,-,-
buwa1243,-,-,-,-,s,e,s,e,b,-,-,-,-,-,-
gava1241,-,-,-,-,S,-,-,e,b,-,-,-,-,-,-
mbed1242,-,-,-,-,s,3,s,e,b,-,-,-,-,-,-
bald1241,-,-,-,-,s,u,s,u,b,i,-,-,7,-,-
kamw1239,-,b,i,-,s,-,-,i,-,-,-,-,-,-,-
psik1239,m,b,i,-,s,-,-,3,-,-,-,-,-,-,-
lagw1237,-,-,-,-,s,-,7,3,f,u,-,-,w,u,n
mser1242,-,-,-,-,s,-,7,a,f,3,-,-,-,-,-
afad1236,-,-,-,-,s,-,7,u,f,u,-,-,-,-,-
mpad1242,-,-,-,-,s,-,7,a,f,u,-,-,-,-,-
mpad1242,-,-,-,-,s,-,7,a,f,3,-,-,g,a,-
malg1250,-,-,-,-,s,-,7,a,f,3,-,-,-,-,-
mbar1260,-,-,-,-,T,-,-,u,T,o,-,-,7,-,d
bata1314,-,-,-,-,S,-,-,e,w,-,-,-,-,-,-
dghw1239,-,p,u,t,s,-,-,a,-,-,-,-,-,-,-
