language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
kamw1239,-,h,-,a,-,-,-,n,-,-,d,-,u,w,-,a
nyim1251,m,b,-,u,-,-,-,k,-,-,h,-,o,b,k,i
molo1266,m,b,-,e,-,-,-,-,-,-,y,-,e,w,k,-
muya1243,-,h,-,u,-,-,-,N,-,-,g,-,u,-,-,-
muya1243,-,h,-,u,-,-,-,N,-,-,g,-,u,-,-,-
wuzl1236,-,h,-,u,-,-,-,m,-,-,b,-,u,w,a,y
vame1236,-,k,-,3,L,-,a,N,-,a,l,-,a,-,k,-
dugw1239,-,h,-,u,-,-,-,m,b,a,y,-,e,-,k,w
mere1246,-,h,-,u,-,-,-,m,b,e,y,-,3,-,k,-
mere1246,-,h,-,u,-,-,-,m,b,e,y,-,3,-,k,-
gemz1238,-,h,-,3,-,-,-,m,b,e,d,-,-,-,-,-
mbuk1243,-,-,-,a,-,-,-,m,b,i,y,-,E,-,k,-
nort3047,-,k,-,i,-,-,-,r,p,e,L,-,-,-,-,-
cuvo1236,-,-,-,-,-,-,-,m,b,u,w,-,a,-,-,-
buwa1243,-,s,-,o,-,-,-,m,b,u,w,-,o,-,-,-
gava1241,-,s,k,o,-,-,-,-,p,o,p,-,o,-,-,-
mbed1242,-,p,-,u,-,-,-,m,p,-,-,-,a,-,-,-
mbar1260,-,w,-,u,l,g,a,N,-,-,l,-,a,-,N,-
kanu1281,-,t,-,-,-,-,-,-,-,3,l,w,u,-,-,-
lagw1237,-,x,-,u,s,-,e,m,p,a,l,-,a,-,-,-
mser1242,-,k,-,-,-,-,-,-,7,u,l,v,a,-,n,-
afad1236,-,h,-,-,-,-,-,-,-,3,l,-,a,-,n,-
mpad1242,-,h,-,-,-,-,-,-,-,a,l,-,a,-,n,-
malg1250,-,h,-,a,l,-,a,n,h,a,l,-,a,-,n,-
masl1241,-,h,-,-,-,-,-,-,-,a,l,-,a,-,n,-
maje1243,i,k,-,-,-,-,-,-,-,u,s,-,a,-,-,-
marg1265,-,h,-,u,-,-,-,m,b,-,-,-,u,-,-,-
bata1314,-,m,-,o,-,-,-,m,-,a,t,-,o,-,-,-
