language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
dugw1239,-,-,-,-,-,a,-,d,i,y,m,-,-,e,y,-
mere1246,-,w,u,m,-,e,-,d,e,-,m,-,-,e,-,-
nort3047,-,-,-,-,-,a,-,g,i,-,v,o,t,a,-,-
cuvo1236,-,f,3,n,-,a,-,g,-,-,-,3,d,a,N,-
buwa1243,-,-,-,-,d,o,-,d,-,-,-,-,-,o,k,w
gava1241,-,-,-,n,d,e,-,l,-,-,-,-,-,e,k,-
mbed1242,-,L,3,N,b,a,-,n,-,-,-,-,-,a,y,-
lagw1237,-,-,-,-,-,-,n,g,-,-,w,a,-,a,k,u
mser1242,-,y,-,-,-,a,n,y,i,-,b,-,-,a,-,-
mpad1242,-,w,-,-,-,a,-,l,-,-,-,-,-,3,-,-
malg1250,-,w,-,-,-,a,-,l,-,-,-,-,-,i,-,-
budu1265,a,w,-,-,-,a,-,l,-,-,-,-,-,-,-,-
