language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
molo1266,-,-,m,-,-,-,a,-,d,-,-,a,-,-,-,-,-,v,-,a,r,-,-,-,-,-,-,-,-,-,-
molo1266,-,-,m,-,-,-,a,-,d,-,-,a,-,-,-,-,-,v,-,a,r,-,-,-,-,-,-,-,-,-,-
vame1236,-,-,N,g,u,l,a,h,d,i,s,a,-,-,-,-,-,v,-,e,N,-,-,-,-,-,-,-,-,-,-
dugw1239,-,-,m,-,-,-,3,-,b,-,-,e,T,e,-,-,y,y,-,-,y,a,-,-,-,m,-,-,-,-,-
nort3047,-,-,-,-,-,-,-,-,b,-,-,i,T,e,-,-,n,g,-,e,y,a,-,-,-,m,-,-,-,-,-
mbuk1243,-,-,m,-,-,-,a,-,d,-,-,a,T,-,-,-,m,b,-,3,r,o,-,-,-,m,-,-,-,-,-
mbuk1243,-,-,-,-,-,-,-,-,d,-,-,e,d,-,-,-,-,-,-,e,d,e,-,-,-,-,-,-,-,-,-
mbuk1243,-,-,-,-,-,-,a,-,d,-,-,e,d,e,d,a,m,b,-,u,r,o,-,-,-,m,-,-,-,-,-
mbuk1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,b,-,3,r,o,-,-,-,m,s,a,d,a,T
cuvo1236,-,-,m,-,-,-,a,-,r,-,-,a,-,-,-,-,-,v,t,a,y,a,-,-,-,m,-,-,-,-,-
mofu1248,-,-,b,-,-,-,-,-,-,-,-,a,-,-,-,-,-,b,-,3,T,-,-,-,-,-,-,-,-,-,-
buwa1243,-,-,-,-,-,-,-,-,l,-,-,a,-,-,-,-,-,-,-,-,r,o,v,v,a,n,-,-,-,-,-
mbed1242,-,-,m,-,-,-,3,-,d,-,-,-,-,-,-,-,-,-,-,-,r,u,s,-,-,-,-,-,-,-,-
kamw1239,-,-,h,w,-,-,a,-,r,-,-,a,-,-,-,-,-,v,-,-,-,a,-,-,-,-,-,-,-,-,-
suku1272,-,-,m,b,-,-,3,-,r,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,m,-,-,-,-,-
mser1242,-,-,-,-,-,-,a,-,r,-,-,a,-,-,-,-,-,d,-,-,-,3,-,-,-,-,-,-,-,-,-
afad1236,m,-,d,-,-,-,3,-,l,-,-,-,-,-,-,-,-,g,-,-,-,o,-,-,-,-,-,-,-,-,-
mpad1242,-,-,d,-,-,-,3,-,l,-,-,a,-,-,-,-,-,k,-,-,-,3,-,-,-,-,-,-,-,-,-
malg1250,-,-,d,-,-,-,a,-,l,-,-,a,-,-,-,-,-,g,-,-,-,3,-,-,-,-,-,-,-,-,-
budu1265,-,-,d,-,-,-,3,-,l,-,-,a,-,-,-,-,-,g,-,-,-,3,-,-,-,-,-,-,-,-,-
marg1266,-,-,L,-,-,-,i,-,d,-,-,a,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-
bata1314,n,g,b,-,-,-,a,-,r,-,-,a,-,-,-,-,-,t,-,-,-,o,-,-,-,-,-,-,-,-,-
