language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
molo1266,-,-,-,h,-,-,-,-,-,-,-,-,-,-,a,r,-,-
wuzl1236,-,-,-,d,-,3,m,-,-,-,-,-,-,-,a,k,-,-
wuzl1236,-,-,-,b,-,-,-,-,-,-,-,-,-,-,a,L,-,-
dugw1239,m,3,n,d,-,e,r,-,-,-,-,-,-,-,e,y,-,-
mere1246,-,-,-,d,-,-,-,-,-,-,-,-,-,-,3,L,-,-
nort3047,-,-,n,d,-,i,r,-,a,-,g,w,-,-,a,f,-,-
mbuk1243,-,-,n,g,-,a,r,-,-,-,-,-,-,-,a,y,-,-
mbuk1243,-,-,-,d,-,-,-,-,-,-,-,-,-,-,a,L,-,-
mbuk1243,-,-,n,d,-,a,k,-,-,-,-,-,-,-,a,y,-,-
mbuk1243,-,-,-,d,-,-,-,-,-,-,-,-,-,-,3,L,a,y
mbuk1243,-,-,-,d,-,-,-,-,-,-,-,-,-,-,e,L,-,-
mbuk1243,-,-,-,d,-,-,-,-,-,-,-,-,-,-,a,L,-,-
cuvo1236,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,m,a,-
buwa1243,-,-,-,l,-,-,-,-,-,-,-,-,-,-,o,m,-,-
gava1241,-,-,-,7,-,-,-,-,-,-,-,-,-,-,u,n,-,-
mbed1242,-,-,-,l,-,-,-,-,-,-,-,-,-,-,3,m,-,-
kamw1239,-,-,n,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-
lama1288,-,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-
lagw1237,-,-,-,v,-,3,d,-,3,-,w,-,-,-,u,n,-,-
mser1242,-,-,-,-,-,-,z,-,-,-,g,-,-,-,o,-,-,-
mpad1242,-,-,-,g,-,a,d,r,e,n,g,e,l,t,3,n,-,-
mpad1242,-,-,-,g,-,a,b,-,u,n,-,u,-,t,3,n,-,-
mpad1242,-,-,-,g,-,a,h,-,-,-,-,-,-,-,e,-,-,-
mpad1242,-,-,-,d,-,3,b,-,u,n,-,u,-,t,3,n,-,-
malg1250,-,-,-,g,-,e,-,-,-,-,-,-,-,-,e,-,-,-
budu1265,-,-,-,g,-,u,-,-,-,-,-,-,-,-,3,n,-,-
chad1249,-,-,-,b,-,a,n,-,-,-,-,-,-,-,a,-,-,-
chad1249,-,-,-,d,r,i,n,-,-,-,g,-,-,-,e,l,-,-
