language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
molo1266,-,-,-,-,-,m,-,-,-,e,y,-,-
wuzl1236,-,-,-,-,-,m,-,-,-,a,-,-,-
wuzl1236,-,-,-,-,-,m,-,-,-,e,y,-,-
dugw1239,-,-,-,-,-,m,-,-,-,e,y,-,-
mere1246,-,-,-,-,-,b,-,-,-,a,L,a,m
mere1246,-,-,-,-,-,b,-,-,-,a,L,a,m
nort3047,-,-,-,-,-,m,-,-,-,e,-,-,-
mbuk1243,-,-,7,-,a,m,-,-,-,-,-,-,-
cuvo1236,-,-,-,-,-,m,-,-,-,a,-,-,-
mofu1248,-,-,-,-,-,m,-,-,-,e,y,-,-
mofu1248,-,-,-,-,-,m,-,-,-,e,y,-,-
gava1241,T,o,k,-,o,m,-,-,-,-,-,-,-
mbed1242,-,-,-,-,-,m,-,-,-,a,-,-,-
bald1241,-,-,-,-,-,m,-,-,-,e,7,-,-
kamw1239,v,u,-,-,-,n,-,g,-,o,-,-,-
suku1272,-,-,-,-,-,n,-,g,w,u,-,-,-
lama1288,-,e,-,-,-,-,-,w,-,e,-,-,-
lagw1237,-,-,-,-,-,g,u,l,-,u,-,-,-
mser1242,-,-,-,-,-,g,-,-,-,e,-,-,-
afad1236,-,-,-,-,-,g,-,-,-,a,-,-,-
mpad1242,-,-,-,-,-,g,-,-,-,a,-,-,-
malg1250,-,-,-,-,-,g,-,-,-,a,-,-,-
budu1265,-,-,-,-,-,g,-,-,-,a,y,-,-
maje1243,-,-,-,-,-,m,-,-,-,e,-,-,-
mbar1260,-,-,-,-,-,m,-,-,-,a,y,-,-
marg1266,-,-,-,-,-,m,-,y,-,a,-,-,-
marg1266,-,-,-,-,-,m,i,y,-,a,-,-,-
bata1314,-,-,k,w,a,m,-,-,-,e,-,-,-
dghw1239,w,u,-,-,-,w,-,-,-,e,-,-,-
