language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
dugw1239,b,i,y,g,u,m,b,3,l,-,o,m,-,-
mere1246,-,-,-,-,-,m,b,3,l,-,o,m,-,-
nort3047,b,i,-,-,-,m,-,u,l,v,o,n,-,-
cuvo1236,-,-,-,-,-,L,-,a,-,v,a,y,-,-
buwa1243,g,-,-,-,-,-,-,o,L,-,o,v,o,y
gava1241,b,-,-,-,-,-,-,i,L,-,o,f,-,-
mbed1242,b,-,-,-,-,-,-,i,L,-,a,f,-,-
lagw1237,-,-,-,-,-,m,-,a,l,u,a,-,-,-
mser1242,-,-,-,-,-,m,-,a,l,u,a,-,-,-
afad1236,k,3,-,-,-,m,-,a,n,i,-,-,-,-
mpad1242,k,3,-,-,-,m,-,a,n,i,-,-,-,-
malg1250,-,-,-,-,-,m,-,a,l,u,a,-,-,-
budu1265,k,3,-,-,-,m,-,a,n,i,-,-,-,-
chad1249,-,-,-,-,-,-,-,a,l,-,a,h,-,-
