language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
molo1266,-,-,-,d,-,-,-,3,-,g,a,-,l,-,-,a,y,-
muya1243,-,-,-,y,-,-,-,o,-,-,-,-,l,-,-,o,y,-
muya1243,-,-,-,d,-,-,-,3,-,-,-,-,g,-,-,3,L,-
muya1243,-,-,-,l,-,-,-,e,-,-,-,-,l,-,-,e,y,-
wuzl1236,-,-,-,L,e,s,l,e,-,N,-,-,g,-,-,a,r,-
wuzl1236,-,-,-,t,u,g,-,u,-,-,-,-,g,-,-,a,r,-
wuzl1236,-,-,-,d,-,z,-,u,-,k,w,-,g,-,-,a,r,-
vame1236,-,-,-,r,3,r,-,3,-,-,-,-,k,-,-,a,-,-
dugw1239,m,3,-,y,e,l,-,e,y,g,a,r,-,-,-,-,-,-
mere1246,-,d,-,z,a,l,-,a,-,g,3,r,k,a,w,a,y,-
nort3047,-,-,-,w,u,l,-,a,-,-,-,-,k,-,-,-,-,-
mbuk1243,-,-,-,b,a,y,-,a,-,-,-,-,k,-,-,-,-,-
mbuk1243,-,-,-,y,a,l,-,a,-,-,-,-,y,-,-,-,-,-
cuvo1236,-,-,-,w,u,l,-,a,-,-,-,-,k,-,-,a,-,-
buwa1243,-,-,-,-,u,l,-,o,-,-,-,-,k,-,-,-,-,-
gava1241,-,-,-,-,-,d,-,e,-,-,-,-,N,-,-,-,-,-
mbed1242,-,-,-,w,u,l,-,3,-,-,-,-,k,-,-,-,-,-
kamw1239,-,-,-,k,3,l,-,3,-,-,-,-,g,-,-,i,-,-
psik1239,-,-,-,z,3,z,-,-,-,-,-,-,-,-,-,3,-,-
lagw1237,-,-,-,s,-,-,-,e,-,l,-,-,k,-,-,a,h,e
mser1242,-,-,-,f,-,-,-,a,-,-,-,-,k,-,-,3,r,-
afad1236,-,-,-,f,-,-,-,a,-,-,-,-,k,-,-,a,r,-
mpad1242,-,-,-,f,-,-,-,a,-,-,-,-,k,-,-,a,r,-
malg1250,-,-,-,f,-,-,-,a,-,-,-,-,k,-,-,a,r,-
mbar1260,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,i,s,i
bata1314,-,-,-,b,-,-,-,a,-,-,-,-,-,-,-,-,-,-
chad1249,-,a,l,f,-,-,-,a,-,-,-,-,k,-,-,a,r,-
dghw1239,t,a,-,k,3,t,-,a,-,-,-,-,k,-,-,a,-,-
