language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
kamw1239,-,-,-,-,-,n,-,-,d,y,i,-,k,w,a,-,-,-,-,-,-
nyim1251,-,-,-,-,-,-,-,-,S,-,e,r,g,-,i,-,-,n,-,-,-
molo1266,-,-,-,-,-,-,o,-,v,-,o,l,-,-,o,-,-,m,-,-,-
vame1236,-,-,-,-,-,m,a,-,S,-,e,-,-,-,-,-,-,m,b,e,k
dugw1239,-,-,-,-,-,m,a,n,d,-,u,r,k,-,o,-,-,-,-,-,-
gemz1238,-,-,-,-,-,t,a,m,b,-,u,d,-,-,e,-,-,-,-,-,-
nort3047,-,-,-,-,-,m,u,-,d,-,u,d,k,-,o,-,-,-,-,-,-
cuvo1236,-,-,-,-,-,m,a,-,k,-,u,l,-,-,a,-,-,-,-,-,-
buwa1243,h,e,-,-,-,-,-,-,L,-,e,-,k,-,e,d,-,-,-,-,-
gava1241,t,e,k,u,r,m,o,-,Z,-,o,-,h,w,o,t,e,m,-,-,-
mbed1242,-,-,-,-,-,m,a,-,z,-,o,-,k,-,o,t,o,m,-,-,-
budu1265,y,e,-,-,-,n,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
kanu1281,y,e,-,-,-,n,-,-,y,-,-,-,-,-,i,-,-,-,-,-,-
lagw1237,s,a,-,-,-,m,-,-,b,-,3,d,-,-,e,-,-,-,-,-,-
mser1242,s,a,-,-,-,m,-,-,b,-,u,d,-,-,e,-,-,-,-,-,-
mpad1242,s,e,-,-,-,n,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
malg1250,s,e,-,-,-,n,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
maje1243,T,a,-,-,-,m,-,-,b,-,u,d,-,-,e,-,-,-,-,-,-
