language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
muya1243,w,-,u,m,-,-,-,-,-,3,r,i,-
vame1236,d,-,3,f,k,a,g,w,-,a,l,a,-
dugw1239,-,-,-,m,-,3,g,u,-,r,l,o,m
mere1246,-,-,-,m,-,a,g,u,-,r,l,o,m
nort3047,-,-,-,m,-,u,g,u,-,-,L,o,m
cuvo1236,-,-,-,m,-,a,T,u,-,-,n,a,m
gava1241,g,w,o,y,-,o,g,w,-,o,y,o,-
mbed1242,-,-,-,L,-,-,-,-,-,a,y,-,-
kamw1239,-,-,-,l,-,a,d,a,-,-,r,3,-
kamw1239,-,-,-,m,-,a,k,w,-,-,-,a,-
lagw1237,-,-,-,n,-,-,g,u,b,-,r,i,-
mser1242,-,-,-,n,-,-,g,u,m,u,r,-,-
mpad1242,-,-,-,n,-,-,g,3,m,3,r,i,-
malg1250,-,-,-,n,-,-,g,u,m,3,r,-,-
budu1265,-,-,-,n,-,-,g,3,m,u,r,i,-
