language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
nyim1251,-,-,d,-,y,-,-,i,-,-,-,-,-,-,-,-,r,a,p
dugw1239,-,-,-,-,k,-,-,o,k,u,-,r,-,-,s,3,l,a,-
mere1246,-,-,-,-,k,u,r,o,k,u,-,r,-,o,s,u,l,o,-
gemz1238,-,-,d,-,z,-,-,3,k,-,-,-,-,-,s,u,l,o,-
nort3047,-,-,-,-,k,-,-,u,k,u,-,r,-,-,T,e,w,-,-
cuvo1236,-,-,-,-,k,-,-,u,-,-,-,r,a,w,T,e,w,-,-
buwa1243,-,-,r,o,g,-,b,o,k,-,-,-,-,-,-,-,-,-,-
gava1241,-,-,r,o,g,-,b,o,k,-,-,-,-,-,-,-,-,-,-
mbed1242,n,d,r,3,-,-,b,3,k,-,-,-,-,-,-,-,-,-,-
budu1265,-,-,-,-,x,-,-,a,g,-,-,-,-,-,-,-,-,3,-
kanu1281,-,-,-,-,-,-,-,-,f,i,n,d,-,-,-,-,-,i,-
lagw1237,-,-,-,-,t,-,-,3,k,-,-,-,-,-,-,-,-,3,m
mser1242,-,-,-,-,t,-,-,3,k,-,-,-,-,-,-,-,-,3,m
afad1236,-,-,-,-,d,-,-,3,g,-,-,-,-,-,-,-,-,3,m
mpad1242,-,-,m,-,b,-,-,3,l,-,-,-,-,-,-,-,-,o,-
malg1250,-,-,-,-,b,-,-,-,l,-,-,-,-,-,-,-,-,o,-
chad1249,-,-,i,-,T,-,-,i,r,-,-,-,-,-,-,-,-,i,n
zina1234,-,-,-,-,t,-,-,3,k,-,-,-,-,-,-,-,-,3,m
