language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
nyim1251,-,-,d,-,-,y,-,o,t,o,t,o,-,-,-,-
dugw1239,m,3,d,e,-,l,-,e,k,-,-,-,-,-,-,-
mere1246,m,e,d,e,-,g,-,e,t,-,-,-,-,-,-,-
gemz1238,m,e,d,e,-,-,-,-,h,-,-,-,-,-,-,-
nort3047,m,e,d,e,-,l,-,e,k,-,-,-,-,-,-,-
cuvo1236,m,a,t,a,-,v,-,a,w,-,-,-,-,-,-,-
buwa1243,-,-,d,e,-,l,-,e,k,-,-,-,-,-,-,-
gava1241,-,-,-,o,-,l,-,e,k,-,-,-,-,-,-,-
mbed1242,-,-,d,e,-,l,-,e,k,-,-,-,-,-,-,-
kanu1281,-,-,-,-,-,T,-,-,-,-,-,i,m,r,a,m
lagw1237,-,-,-,-,-,s,7,3,k,-,-,i,-,-,-,-
mser1242,-,-,-,-,-,s,7,3,k,-,-,i,-,-,-,-
afad1236,-,-,m,e,t,s,-,-,-,-,-,i,-,-,-,-
mpad1242,-,-,-,e,-,s,-,-,k,-,-,i,-,-,-,-
malg1250,-,-,d,e,-,s,-,-,k,-,p,3,-,-,-,-
maje1243,-,-,d,3,-,l,-,-,k,-,-,e,-,-,-,-
