language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
kamw1239,n,-,k,-,-,w,a,-,g,-,-,u,s,e,y,-,-,e,m,y,i
nyim1251,-,-,-,-,-,-,-,-,g,-,-,u,-,-,-,-,-,-,m,d,i
dugw1239,-,-,d,a,y,m,3,-,g,-,-,a,-,-,y,-,-,a,m,-,-
gemz1238,-,-,g,-,-,-,3,-,g,-,-,3,-,-,z,-,-,e,-,-,-
gemz1238,-,-,g,-,-,-,3,-,g,-,-,3,-,-,z,-,-,e,-,-,-
mbuk1243,-,-,m,-,-,-,e,-,g,u,y,e,g,u,y,-,-,e,-,-,-
mbuk1243,-,-,d,-,-,-,a,-,g,-,-,a,-,-,r,-,-,a,k,-,-
buwa1243,m,a,L,-,-,-,o,l,Z,-,-,o,-,-,r,-,-,-,-,-,-
gava1241,m,o,L,-,-,-,o,-,L,-,-,3,-,-,r,-,-,-,-,-,-
mbed1242,m,3,l,-,-,-,a,-,k,-,-,o,-,-,t,-,-,-,-,-,-
kanu1281,n,-,g,-,-,-,a,-,-,-,-,-,-,-,r,-,-,a,i,-,-
lagw1237,-,-,g,-,-,-,e,-,-,-,-,-,-,-,l,a,g,a,m,-,-
mser1242,-,-,p,-,-,-,-,-,-,-,-,-,-,-,l,-,-,a,m,-,-
afad1236,-,-,g,-,-,-,a,-,h,-,-,3,-,-,l,-,-,a,m,-,-
mpad1242,-,-,g,-,-,-,e,-,y,-,-,-,-,-,l,-,-,a,m,-,-
malg1250,-,-,g,-,-,-,e,-,-,-,-,-,-,-,l,-,-,a,m,-,-
maje1243,-,-,m,-,-,-,a,-,-,-,-,u,-,-,r,-,-,e,-,-,-
