language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
muya1243,-,-,-,-,r,-,3,h,-,-,-,-,-,-,-,-,-
vame1236,-,-,-,-,r,-,u,h,-,w,-,a,-,-,-,-,-
dugw1239,m,3,-,-,r,-,3,h,e,y,n,a,-,-,-,-,-
mere1246,-,-,-,-,r,-,a,h,-,-,-,-,-,-,-,-,-
nort3047,n,i,h,a,g,w,a,f,-,-,-,-,-,-,-,-,-
mbuk1243,-,-,-,-,r,-,a,h,-,-,-,-,-,-,-,-,-
cuvo1236,-,-,-,-,n,-,3,h,-,-,-,a,-,-,-,-,-
buwa1243,-,-,-,-,-,-,-,b,-,-,-,e,-,-,-,-,-
gava1241,-,-,-,-,m,-,-,p,-,t,-,e,f,-,-,-,-
mbed1242,-,-,-,-,k,-,3,h,-,-,-,a,f,-,-,-,-
kamw1239,n,-,-,-,t,-,3,h,-,-,-,3,S,-,-,-,o
lagw1237,-,-,-,-,u,L,a,w,-,-,-,u,-,-,n,-,-
mser1242,-,-,-,-,-,-,-,w,-,-,-,u,S,i,l,-,i
afad1236,-,-,-,-,-,-,-,b,-,-,-,a,L,3,l,d,o
mpad1242,-,-,-,-,k,7,-,w,-,-,-,a,S,i,l,d,o
malg1250,-,-,-,-,g,-,-,b,-,-,-,a,L,3,-,-,-
