language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
molo1266,-,-,m,o,-,k,-,-,-,-,-,o,-,-,m,-,b,3,r,-,-,-,-,o,-,-
muya1243,-,-,m,o,-,k,-,-,-,-,-,o,-,-,m,-,b,-,r,-,-,-,-,u,-,-
wuzl1236,-,-,-,-,-,k,-,-,-,-,-,a,-,-,n,-,-,-,z,-,-,-,-,a,-,-
vame1236,-,-,-,-,-,k,-,-,-,-,-,u,-,-,m,-,b,3,t,-,-,-,-,e,k,-
vame1236,-,-,m,3,-,k,-,-,-,-,-,u,-,-,r,-,k,u,r,s,a,-,z,a,y,-
dugw1239,-,-,m,-,-,-,-,-,-,-,-,o,-,-,n,-,-,-,d,-,-,-,-,o,-,-
mere1246,-,-,m,a,-,k,-,-,-,-,-,u,-,-,m,-,b,o,r,-,-,-,-,o,-,-
nort3047,-,-,-,-,-,d,-,-,-,-,-,i,-,-,-,-,w,e,l,-,-,-,-,-,-,-
mbuk1243,y,3,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,a,m,-
cuvo1236,-,-,n,-,-,d,-,-,-,-,-,u,-,-,-,-,w,e,l,-,-,-,-,-,-,-
buwa1243,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,v,o,h,-,-,-,-,w,-,-
gava1241,-,-,-,-,-,g,-,-,-,-,-,u,-,-,-,-,v,o,h,-,-,-,-,w,-,-
gava1241,-,-,m,o,-,g,-,-,-,-,-,u,-,-,-,-,Z,e,l,-,-,-,-,-,-,-
mbed1242,-,-,m,u,-,k,u,z,i,N,k,u,-,-,-,-,v,o,x,-,-,-,-,-,-,-
kamw1239,-,-,-,-,-,k,w,-,-,-,-,a,S,i,n,i,v,-,-,-,-,-,-,o,-,-
lagw1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,a,-,-,d,-,-,-,-,a,w,e
mser1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,3,n,-,d,-,-,-,-,a,w,e
afad1236,-,-,-,-,-,g,-,-,-,-,-,u,-,-,m,-,b,-,r,-,-,-,-,a,-,-
mpad1242,-,-,-,-,-,k,-,-,-,-,7,3,-,-,m,-,b,-,r,-,-,-,-,a,-,-
malg1250,-,-,-,-,-,k,-,-,-,-,7,u,-,-,m,-,b,-,r,-,-,-,-,a,-,-
masl1241,-,-,-,-,-,k,-,-,-,-,7,u,-,-,m,-,b,-,r,-,-,-,-,a,-,-
budu1265,-,-,m,o,r,k,-,-,-,-,-,o,-,-,-,-,b,-,-,-,-,-,-,i,-,n
maje1243,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,w,-,l,-,-,-,-,e,-,-
marg1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,i,t,s,a,u,-
