language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
kamw1239,k,-,-,w,-,-,-,a,-,-,-,b,-,o,-,-,-,-
nyim1251,k,-,-,h,u,k,h,u,-,n,-,y,-,i,-,-,-,-
molo1266,-,-,-,-,-,-,-,e,-,n,-,d,-,e,b,-,-,-
muya1243,-,-,-,-,-,-,-,e,-,n,-,d,-,i,L,-,-,-
muya1243,-,-,-,-,-,-,-,e,-,n,-,d,-,i,L,-,-,-
vame1236,-,-,-,-,-,-,-,a,-,n,-,d,-,e,b,-,-,-
dugw1239,-,-,-,-,a,-,l,e,-,N,-,g,-,e,L,-,-,-
mere1246,-,-,-,-,-,-,d,e,-,N,-,g,-,e,L,-,-,-
mere1246,-,-,-,-,-,-,d,e,-,N,-,g,-,e,L,-,-,-
gemz1238,-,-,-,-,-,-,-,a,-,-,-,r,-,e,L,-,-,-
mbuk1243,m,3,-,k,3,-,l,i,-,n,-,g,-,e,L,-,-,-
nort3047,-,-,-,-,a,-,l,-,-,-,-,-,-,e,L,-,-,-
cuvo1236,m,a,m,b,a,-,r,-,-,-,-,k,w,a,L,-,-,a
buwa1243,-,-,-,-,-,-,-,-,-,N,-,k,w,o,b,-,-,-
gava1241,-,-,-,-,-,-,-,-,-,N,-,k,w,o,b,-,-,-
mbed1242,-,-,-,b,u,-,r,-,-,N,-,g,-,u,L,-,-,-
mbar1260,t,-,-,-,o,-,7,o,-,n,-,-,-,-,-,-,-,-
kanu1281,k,-,-,-,-,-,-,3,r,-,-,g,-,3,n,-,-,-
lagw1237,n,-,-,-,-,-,d,o,-,-,-,n,-,o,-,-,-,-
mser1242,m,-,-,-,e,-,r,e,-,s,-,7,-,3,-,-,-,-
afad1236,-,-,-,-,-,-,-,e,r,s,l,7,-,i,-,-,-,-
mpad1242,n,-,-,-,-,-,d,a,-,T,-,7,-,a,n,-,-,-
malg1250,n,-,-,-,-,-,-,a,-,T,-,7,-,a,n,-,-,-
masl1241,-,-,-,-,e,-,r,i,-,L,-,7,-,i,-,-,-,-
chad1249,m,-,-,-,-,-,-,u,-,-,-,x,-,-,-,-,-,-
maje1243,n,-,-,d,o,n,d,o,-,-,-,n,-,o,n,i,y,a
dghw1239,n,-,-,-,-,-,-,3,-,-,-,L,-,e,-,-,-,-
fula1264,n,-,-,-,-,-,g,a,-,n,-,d,-,i,-,-,-,-
