language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
dugw1239,m,3,-,-,s,g,f,-,-,e,-,-,y
mere1246,m,3,-,-,s,3,f,3,r,e,-,-,-
mere1246,m,e,-,-,z,e,k,-,-,-,-,-,-
nort3047,-,-,-,-,s,i,f,-,-,a,-,-,-
cuvo1236,m,a,-,-,s,-,f,-,-,e,n,e,y
cuvo1236,m,e,-,-,z,-,-,-,-,e,N,-,-
gava1241,-,-,-,-,Z,i,w,-,-,i,t,-,-
lagw1237,n,3,-,-,-,-,f,-,-,u,-,-,-
mser1242,v,a,-,-,-,-,-,-,-,s,-,-,-
afad1236,n,a,-,-,s,-,k,-,-,u,-,-,-
mpad1242,n,a,-,-,s,-,k,-,-,u,-,-,-
malg1250,n,a,w,-,s,-,-,-,-,3,-,-,-
maje1243,n,a,f,-,s,-,-,-,-,e,-,-,-
chad1249,n,a,f,i,s,-,-,-,-,-,-,-,-
