language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
kamw1239,t,s,u,-,h,3,-,-,-,-,-,h,-,-,-,-,-,-,-,-,o,-
nyim1251,k,-,-,-,h,u,-,-,-,-,-,r,-,-,-,-,g,u,S,-,i,-
molo1266,-,-,-,-,d,-,-,-,-,-,a,r,-,-,-,-,-,-,-,-,a,y
muya1243,-,-,-,-,L,-,-,-,-,-,3,r,-,-,-,-,w,-,-,-,o,y
vame1236,-,-,-,-,g,-,-,-,-,-,u,g,-,-,-,-,u,-,m,d,a,y
dugw1239,m,-,3,-,h,3,-,-,n,d,e,r,-,-,-,-,-,-,-,-,e,y
mere1246,-,-,-,-,h,a,-,-,n,d,a,r,-,-,-,-,-,-,-,-,-,-
gemz1238,m,-,e,-,h,3,-,-,r,d,e,w,-,-,-,-,-,-,-,-,e,-
nort3047,-,-,-,-,h,u,-,-,n,d,o,r,-,-,-,-,-,-,-,-,-,-
cuvo1236,-,-,-,-,h,a,h,-,n,d,e,r,-,-,-,-,-,-,-,-,e,y
buwa1243,-,-,-,-,g,o,g,o,n,d,o,r,-,-,-,-,-,-,-,-,-,-
gava1241,-,-,-,-,g,3,d,3,-,d,3,n,-,-,-,-,-,-,-,-,-,-
mbed1242,-,-,-,-,h,3,-,-,n,d,3,r,-,-,-,-,-,-,-,-,-,-
kanu1281,t,-,o,n,g,-,-,-,-,-,o,r,-,-,-,-,-,-,-,-,i,-
lagw1237,-,-,-,-,L,-,-,-,-,-,e,l,x,a,n,a,k,-,-,-,3,-
mser1242,k,-,3,-,g,-,-,-,-,-,3,r,-,-,-,-,k,-,-,-,3,-
afad1236,t,s,i,-,h,-,-,-,-,-,3,r,-,-,-,-,g,-,-,-,a,n
mpad1242,k,-,3,-,h,-,-,-,-,-,3,r,-,-,-,-,g,-,-,-,a,n
malg1250,-,-,-,-,h,-,-,-,-,-,3,r,-,-,-,-,g,-,-,-,3,-
bata1314,-,-,-,-,y,-,-,-,-,-,e,d,-,-,-,-,-,-,-,-,-,-
