language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
kamw1239,-,-,d,-,-,a,m,3,-,-,-,-,-,-,l,-,y,-,-,e,-
nyim1251,-,-,s,-,-,a,-,-,-,-,-,-,-,-,d,-,k,-,-,e,-
muya1243,p,o,p,-,-,3,-,-,-,-,-,-,-,-,r,o,-,-,-,-,-
muya1243,N,-,g,-,-,u,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-
muya1243,-,-,T,-,-,o,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-
wuzl1236,-,-,m,-,-,a,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-
vame1236,-,-,s,-,-,a,-,-,-,-,-,-,-,-,d,a,k,-,-,e,-
dugw1239,-,-,m,-,-,e,g,e,-,-,y,k,u,-,l,e,-,-,-,-,-
gemz1238,-,-,m,-,-,a,v,e,l,a,y,b,3,a,d,u,k,-,-,-,-
gava1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,o,k,-,-,u,n
mofu1248,-,-,z,-,-,3,g,3,-,-,-,-,-,-,l,e,-,-,-,-,-
mbar1260,-,-,y,i,v,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-
budu1265,-,-,h,3,-,a,-,-,-,-,-,-,-,-,d,3,g,-,-,a,-
kanu1281,-,-,s,-,-,a,-,-,-,-,-,-,-,-,d,a,-,-,-,a,-
lagw1237,-,-,-,-,-,a,-,-,-,-,-,-,-,-,d,-,u,-,-,a,-
mser1242,-,-,s,-,-,a,-,-,-,-,-,-,-,-,d,-,-,-,-,a,k
afad1236,-,-,h,-,-,a,-,-,-,-,-,-,-,-,d,-,-,-,-,a,-
mpad1242,-,-,S,-,-,i,-,-,n,-,-,-,-,-,s,-,k,i,y,o,-
mpad1242,-,-,S,-,-,i,-,-,-,-,-,-,-,-,s,-,k,i,y,o,-
mpad1242,-,-,s,-,-,a,-,-,-,-,-,-,-,-,r,-,g,-,-,a,-
malg1250,-,-,y,-,-,a,-,-,-,-,-,-,-,-,r,-,g,-,-,a,-
chad1249,-,-,s,-,-,a,-,-,-,-,-,-,-,-,d,a,x,-,-,a,-
musg1254,-,-,b,-,-,a,-,-,-,-,-,-,-,-,-,-,k,-,-,a,-
