language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
kamw1239,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,u,-,m,-,-,-,S,-,-,e,-
nyim1251,-,-,-,k,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,u,-,m,-,u,-,s,-,-,-,-
molo1266,-,-,m,-,b,a,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vame1236,-,-,m,-,-,u,-,-,-,s,d,i,-,-,d,e,a,l,a,t,3,-,n,d,i,-,d,-,-,e,-
dugw1239,m,3,n,g,w,e,-,-,-,s,-,e,y,w,-,-,-,-,-,-,u,-,n,-,3,-,s,-,-,a,-
mere1246,-,-,N,g,w,a,-,-,-,s,-,a,-,w,-,-,-,-,-,-,e,-,n,-,e,-,h,-,-,e,-
gemz1238,-,-,m,-,-,e,-,-,-,s,-,e,-,w,l,-,-,-,e,m,u,s,m,-,u,-,s,-,-,-,-
nort3047,-,-,-,-,-,-,-,-,-,h,-,i,-,-,l,-,-,-,a,v,i,y,m,-,-,-,-,-,-,e,-
cuvo1236,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,s,a,r,a,-
buwa1243,-,-,b,-,-,o,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,s,-,-,o,d
gava1241,-,-,b,-,-,o,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mbed1242,-,-,m,-,-,u,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,m,-,u,-,s,-,-,-,-
kanu1281,m,3,m,-,-,3,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,n,g,-,-,i,n
lagw1237,-,3,l,-,-,e,l,-,-,t,-,-,l,7,-,-,-,-,-,-,-,-,-,-,i,-,h,-,-,i,-
mser1242,-,-,l,-,-,e,-,-,-,s,-,-,-,7,-,-,-,-,-,-,e,-,-,-,i,-,g,-,-,e,-
mpad1242,-,-,l,-,-,e,-,-,-,T,-,-,-,7,-,-,-,-,-,-,e,-,-,-,i,-,g,-,-,a,-
malg1250,-,-,l,-,-,e,d,3,n,T,-,-,-,7,-,-,-,-,-,-,a,-,-,-,i,-,g,-,-,a,-
bata1314,-,-,m,-,-,u,-,-,-,s,-,-,-,-,-,-,-,-,-,-,3,-,m,-,-,-,-,-,-,a,-
