language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
dugw1239,-,-,-,b,a,-,-,k,w,-,a,-
dugw1239,-,-,-,b,o,-,-,k,-,-,o,-
mere1246,-,-,-,b,a,-,-,k,w,-,a,-
mere1246,-,-,-,b,a,-,-,k,w,-,a,-
nort3047,-,-,-,b,o,-,-,k,-,-,o,-
cuvo1236,-,-,m,b,a,-,-,t,-,-,a,y
buwa1243,-,-,-,m,o,-,-,t,-,-,o,b
gava1241,t,3,w,m,-,-,-,t,-,-,3,-
mbed1242,-,-,-,m,a,-,-,t,-,-,u,b
lagw1237,-,-,-,-,-,-,-,k,u,k,a,-
mser1242,-,-,-,k,a,l,-,k,u,k,a,-
afad1236,-,-,-,-,-,-,-,k,u,k,a,-
mpad1242,-,-,-,k,a,l,-,k,u,k,a,-
malg1250,-,-,-,k,a,l,-,k,u,k,a,-
haus1257,-,-,-,k,u,-,-,-,u,k,a,-
chad1249,-,-,-,k,a,l,a,k,u,k,a,-
