language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
molo1266,-,-,-,k,o,-,-,k,-,-,-,o,-,-,-,l,-,-,o,-,-
vame1236,-,-,-,v,i,-,-,T,-,-,-,-,-,-,-,-,-,-,a,-,w
dugw1239,-,-,-,-,-,-,-,k,w,u,k,u,-,-,-,l,-,-,a,-,-
mere1246,n,d,o,m,e,d,u,g,w,-,-,a,-,-,-,d,e,y,e,-,-
nort3047,-,-,-,b,i,-,-,g,w,-,-,i,-,-,-,r,-,-,e,-,w
cuvo1236,-,-,-,m,e,s,-,k,w,-,-,e,-,-,-,l,-,m,e,-,-
buwa1243,-,-,-,f,o,-,-,g,w,-,-,o,-,-,-,l,-,-,o,k,w
gava1241,-,-,-,f,o,-,-,g,w,-,-,o,-,-,-,l,-,-,o,k,w
mbed1242,-,-,-,k,o,-,-,l,k,-,-,o,-,-,-,l,-,-,a,-,-
kamw1239,-,-,-,n,-,-,-,d,-,-,-,3,-,-,-,r,-,n,a,-,-
lagw1237,-,-,-,f,-,-,-,-,-,-,-,u,n,-,-,d,3,m,a,-,-
mser1242,y,-,a,f,-,-,-,-,-,-,-,a,n,t,3,d,u,m,o,-,-
mpad1242,-,-,-,m,-,-,-,-,-,-,-,a,l,-,-,-,3,m,-,-,-
malg1250,-,-,-,w,-,-,-,-,-,-,-,a,l,-,i,d,3,m,a,-,-
marg1265,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,i,b,i,-,-
bata1314,-,-,-,d,a,-,-,k,-,-,-,-,-,-,-,d,-,y,e,-,-
chad1249,-,-,-,y,-,-,-,-,-,-,-,u,-,-,-,d,-,-,a,-,m
