language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
molo1266,-,-,-,-,-,h,-,-,a,-,-,-,-,h,a,m,-,-,-
muya1243,-,-,-,-,-,h,-,-,-,-,-,-,-,-,o,m,-,-,-
wuzl1236,-,-,-,-,-,h,-,-,-,-,-,-,-,-,a,m,-,-,-
vame1236,-,-,-,-,-,h,-,-,a,-,-,-,-,h,a,m,-,-,-
dugw1239,m,e,g,e,y,h,-,-,a,-,-,-,-,h,a,m,-,-,-
mere1246,-,-,-,-,-,h,-,-,a,-,-,-,-,7,a,m,-,-,-
nort3047,-,-,-,-,-,h,-,-,a,-,-,-,-,l,a,m,-,-,-
mbuk1243,-,-,-,-,-,h,-,-,a,-,-,-,-,7,a,m,-,-,-
cuvo1236,-,-,-,-,-,h,-,-,a,-,-,-,-,g,a,m,-,-,-
buwa1243,-,-,-,-,-,h,-,-,o,-,-,-,-,g,o,m,-,-,-
gava1241,-,-,-,-,-,h,-,-,-,-,-,-,-,-,o,m,-,-,-
mbed1242,-,-,-,-,-,h,-,-,a,-,-,-,-,l,a,m,-,-,-
kamw1239,-,-,-,-,-,g,u,n,3,v,u,n,-,g,o,-,-,-,-
lagw1237,-,-,-,-,-,-,-,-,u,-,-,-,-,s,a,m,w,u,n
mser1242,-,-,-,-,-,l,-,-,a,-,-,-,-,h,a,m,-,-,-
afad1236,-,-,-,-,-,l,-,-,a,-,-,-,-,h,a,m,-,-,-
mpad1242,-,-,-,-,-,l,-,-,a,-,-,-,-,h,a,m,-,-,-
malg1250,-,-,-,-,-,l,e,d,3,-,-,-,-,h,a,m,-,-,-
bata1314,-,-,-,-,-,h,-,-,3,-,-,n,g,t,o,-,-,-,-
chad1249,-,-,-,-,-,t,-,-,a,-,-,-,-,w,a,b,-,-,-
