language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
molo1266,-,-,s,-,-,3,-,m,-,-,-,-,-,-,b,e,-,t,-,e,w,k,-
muya1243,-,-,m,-,-,3,-,-,-,-,-,-,-,-,h,3,-,r,-,-,-,-,-
muya1243,-,-,b,o,T,o,-,-,-,-,-,-,-,-,b,o,-,T,-,o,-,-,-
muya1243,-,-,d,-,-,o,-,g,-,-,-,-,-,-,w,o,-,z,-,o,-,-,-
muya1243,-,-,m,-,-,3,-,-,-,-,-,-,-,-,h,3,-,r,-,-,-,-,-
wuzl1236,-,-,m,-,-,3,-,-,-,-,-,-,-,-,g,u,-,r,-,-,-,-,-
wuzl1236,-,-,m,-,-,3,-,-,-,-,-,-,-,-,h,3,-,r,-,-,-,-,-
vame1236,h,u,m,-,-,-,-,-,-,-,-,-,-,-,b,a,-,t,s,-,-,-,-
vame1236,h,3,m,-,-,-,-,-,-,-,-,-,-,-,b,a,-,t,s,-,-,-,-
vame1236,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,3,-,d,z,3,-,l,e
dugw1239,-,-,-,-,-,a,N,g,w,e,T,y,a,m,b,a,-,l,-,-,-,-,-
mere1246,-,-,m,-,-,3,-,k,w,-,-,-,-,-,-,e,-,s,-,-,-,-,-
mbuk1243,-,-,-,-,-,-,-,-,-,-,s,-,i,-,b,E,-,k,-,-,-,-,-
kamw1239,T,i,n,-,-,-,-,-,-,-,-,-,-,-,T,e,-,g,-,i,-,-,-
suku1272,S,u,m,-,-,-,-,-,-,-,-,-,-,-,b,u,-,t,-,-,-,-,-
lagw1237,-,-,m,-,-,-,-,-,-,-,s,-,-,-,7,a,-,l,-,-,-,-,-
mser1242,-,-,m,-,-,-,-,-,-,-,s,-,-,-,7,a,-,l,-,-,-,-,-
mpad1242,-,-,m,-,-,-,-,-,-,-,s,-,-,-,-,3,-,g,-,3,-,-,-
malg1250,-,-,m,-,-,-,-,-,-,-,s,-,-,-,-,3,-,g,-,3,-,-,-
maje1243,-,-,-,-,-,-,-,-,-,-,s,-,u,-,m,i,-,-,-,a,-,-,-
mbar1260,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,e,-,r,-,-,-,-,-
marg1266,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,i,-,S,-,i,-,-,-
bata1314,-,-,S,-,-,e,-,-,-,-,-,-,-,-,w,e,-,-,-,-,-,-,-
gaan1243,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,S,a,-,-,-
dghw1239,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,u,n,d,z,a,-,-,-
