language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
molo1266,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,v,a,-,-
muya1243,-,-,-,-,-,-,-,-,-,m,-,-,o,t,3,r,k,o,L,o
muya1243,-,-,-,-,k,o,-,-,-,m,n,y,o,-,-,-,g,o,d,-
wuzl1236,-,-,a,-,g,a,-,-,-,m,n,z,a,-,-,-,g,a,r,-
vame1236,-,-,-,-,g,u,-,r,-,m,-,-,-,-,-,-,-,e,-,-
dugw1239,-,-,-,-,g,u,-,d,a,m,-,-,-,-,-,-,-,a,-,-
mere1246,-,-,-,-,-,-,-,s,3,m,-,-,-,-,-,-,b,e,r,-
nort3047,-,-,-,-,l,u,-,v,-,-,-,-,-,-,-,-,-,o,f,-
mbuk1243,-,-,-,-,g,a,-,d,a,m,-,-,-,-,-,-,-,-,-,-
cuvo1236,-,-,-,-,h,a,-,v,-,-,-,-,-,-,-,-,-,-,-,-
buwa1243,-,-,-,-,g,o,-,d,-,-,-,-,-,-,-,-,-,o,d,-
gava1241,-,-,-,-,g,o,-,d,-,-,-,-,-,-,-,-,-,3,d,-
mbed1242,-,-,-,-,g,a,-,d,-,-,-,-,-,-,-,-,-,i,d,-
kamw1239,-,-,-,-,g,u,-,T,-,-,-,-,-,-,-,-,-,e,-,-
suku1272,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
lagw1237,-,-,-,-,t,a,n,g,-,-,-,-,-,-,-,-,-,i,-,-
mser1242,u,l,o,a,t,a,n,g,-,-,-,-,-,-,-,-,-,i,-,-
afad1236,-,-,-,-,s,i,-,w,-,-,-,-,-,-,-,-,-,u,-,-
mpad1242,-,-,-,-,k,a,-,w,-,-,-,-,-,-,-,-,-,i,-,-
malg1250,-,-,-,-,s,i,-,l,-,-,-,-,-,-,-,-,-,-,-,-
marg1265,-,-,-,-,g,a,-,f,-,-,-,-,-,-,-,-,-,3,-,-
marg1266,-,-,-,-,h,a,-,f,-,-,-,-,-,-,-,-,-,a,u,-
bata1314,-,-,-,n,g,3,-,l,-,m,-,b,o,-,-,-,t,o,-,-
haus1257,-,-,-,-,k,i,-,b,i,-,-,y,a,-,-,-,-,a,-,-
