language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
kamw1239,-,-,m,-,e,-,-,-,-,-,t,o,-,-,-
nyim1251,-,-,m,-,u,-,-,-,-,-,z,u,-,-,-
wuzl1236,-,-,k,-,u,-,-,-,-,-,z,a,r,-,-
dugw1239,-,-,m,-,a,-,-,-,-,-,d,a,N,-,-
mere1246,-,-,m,-,a,-,-,-,-,-,d,a,N,-,-
gemz1238,-,-,m,-,a,-,-,-,-,-,d,a,N,-,-
nort3047,-,-,m,-,i,y,-,-,u,w,r,e,-,-,-
cuvo1236,-,-,m,-,a,L,e,m,e,-,d,e,y,-,-
gava1241,d,o,f,-,o,-,-,-,-,-,d,-,-,-,-
mbed1242,d,a,f,-,a,-,-,-,-,-,d,-,-,-,-
kanu1281,-,-,k,-,a,-,-,-,-,-,r,a,-,-,-
lagw1237,-,-,g,-,a,-,-,-,-,w,s,3,n,-,-
mser1242,-,-,g,-,o,-,-,-,-,w,s,3,n,-,-
mpad1242,-,-,g,-,a,-,-,-,-,w,s,3,n,-,-
malg1250,-,-,-,-,-,-,-,-,-,-,s,3,r,g,3
bata1314,-,-,m,w,e,-,-,-,-,-,t,o,-,-,-
