language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
kamw1239,-,-,g,-,-,w,-,-,-,-,a,m,-,-,b,-,o,-,-,-,-
suku1272,-,-,g,-,-,w,-,-,-,-,o,m,-,-,b,-,a,k,-,-,-
nyim1251,-,-,g,-,-,-,-,-,-,-,u,-,-,-,b,-,a,k,h,b,o
molo1266,m,o,k,-,-,-,-,t,-,-,o,n,-,-,-,-,o,k,-,-,-
muya1243,-,-,k,-,-,3,-,r,-,-,3,N,-,-,-,-,-,-,-,-,-
wuzl1236,-,-,k,-,-,u,-,r,-,-,-,n,-,-,d,-,a,k,-,w,-
vame1236,m,u,k,w,s,a,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-
dugw1239,m,3,g,-,-,u,-,t,-,-,o,n,-,-,-,-,o,k,-,-,-
mere1246,m,a,k,-,-,w,-,-,-,-,a,m,b,a,d,-,a,k,-,w,-
gemz1238,-,-,k,-,-,3,-,r,-,-,-,n,-,-,d,-,a,-,-,-,-
mbuk1243,m,u,g,-,-,u,-,t,-,-,a,n,-,-,-,-,a,k,-,-,-
nort3047,m,o,g,-,-,o,-,d,-,-,o,n,-,-,-,-,o,k,-,-,-
cuvo1236,-,-,g,-,-,u,-,-,-,-,-,m,-,-,b,-,a,k,-,w,-
buwa1243,-,-,g,-,-,w,-,-,-,-,o,m,-,-,b,-,o,k,-,w,-
gava1241,-,-,g,-,-,w,-,-,-,-,o,m,-,-,b,-,o,k,-,w,-
mbed1242,-,-,g,-,-,-,-,-,-,-,o,m,-,-,b,-,o,k,-,-,-
mofu1248,m,a,g,-,-,w,a,d,-,-,a,n,-,-,-,-,a,k,-,w,-
mbar1260,m,a,L,-,-,-,-,-,-,-,-,-,-,-,p,-,u,N,-,-,-
kanu1281,-,-,-,-,-,a,-,r,-,y,a,-,-,-,y,-,a,-,-,-,-
lagw1237,-,-,g,u,d,3,-,g,-,-,-,-,-,-,-,-,e,-,-,-,-
mser1242,-,-,b,-,-,3,-,r,t,-,i,-,-,-,t,-,i,-,-,-,-
afad1236,-,-,g,-,-,3,-,l,-,-,u,m,-,-,b,-,i,-,-,-,-
mpad1242,-,-,t,-,-,-,-,-,-,-,a,-,-,-,b,-,e,-,-,-,-
malg1250,-,-,-,-,-,a,-,r,s,l,a,-,-,-,L,-,a,-,-,-,-
masl1241,-,-,-,-,-,a,-,r,t,s,a,-,-,-,t,s,a,-,-,-,-
maje1243,-,-,k,w,-,a,-,r,-,-,a,-,-,-,r,-,a,-,-,-,-
bata1314,n,-,g,-,-,w,-,y,-,-,a,n,-,-,d,-,a,-,-,-,-
