language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
molo1266,-,a,L,a,m,-,-,-,-,-,-,b,a,h,-
muya1243,-,-,L,i,m,-,-,-,-,-,-,b,e,r,i
vame1236,-,-,L,3,m,-,i,-,s,a,-,w,a,y,-
vame1236,-,-,-,-,m,-,3,t,s,3,-,g,a,y,-
dugw1239,T,-,L,a,m,-,-,-,-,-,-,b,a,-,-
mere1246,-,-,L,a,m,-,-,-,-,-,-,b,a,h,-
nort3047,-,-,-,a,-,-,-,-,-,-,-,l,a,r,-
mbuk1243,d,a,L,a,m,-,-,-,-,-,-,-,-,-,-
cuvo1236,-,-,g,a,m,-,-,-,s,-,-,l,a,k,-
buwa1243,-,-,v,e,-,-,-,-,-,-,-,y,e,d,-
gava1241,g,-,w,o,-,-,-,-,-,-,-,L,o,k,-
gava1241,-,-,v,e,-,-,-,-,-,-,-,y,i,d,-
mbed1242,-,-,v,i,-,-,-,-,-,-,-,d,3,d,-
bald1241,-,-,s,-,m,-,a,-,-,i,-,l,a,r,-
kamw1239,t,-,y,i,-,-,-,-,-,-,-,b,e,l,e
lagw1237,-,-,-,-,m,p,3,-,L,-,-,h,a,-,-
mser1242,-,-,s,3,m,-,e,-,S,i,-,y,a,n,-
afad1236,-,-,L,3,m,-,-,-,-,-,-,-,-,-,-
mpad1242,-,-,S,i,m,u,3,-,l,-,-,s,i,-,-
malg1250,-,-,L,3,m,d,3,-,-,-,-,h,i,-,-
mbar1260,-,-,-,-,m,-,u,-,L,u,7,b,a,k,-
bata1314,-,-,y,i,b,-,i,-,-,-,-,S,e,-,-
hwan1240,-,-,-,-,-,-,-,-,-,-,-,S,e,-,-
chad1249,-,-,-,-,w,-,a,-,r,-,-,T,a,l,-
dghw1239,-,-,l,-,b,-,a,-,-,-,-,x,a,-,-
