language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
kamw1239,-,-,-,d,-,-,a,-,-,-,-,-,b,-,3,t,o
nyim1251,-,-,-,t,-,-,a,-,-,-,-,-,b,-,a,-,-
muya1243,-,-,-,d,-,-,3,-,-,k,-,i,v,-,i,y,u
muya1243,-,-,-,T,-,-,-,-,-,-,-,i,b,-,i,r,-
vame1236,h,a,d,z,-,-,3,n,a,N,-,a,d,-,e,-,-
dugw1239,m,3,-,z,-,-,3,-,-,g,-,e,h,-,e,-,y
mere1246,-,-,-,s,-,-,3,-,-,k,-,a,h,-,-,-,-
gemz1238,m,e,-,s,-,-,3,-,-,k,-,a,h,-,a,d,i
nort3047,-,-,-,s,-,-,i,-,-,k,-,-,-,-,-,-,-
cuvo1236,-,-,-,k,-,-,a,-,-,k,-,a,L,-,a,d,a
buwa1243,-,-,-,l,-,-,o,-,-,-,-,-,-,-,-,-,-
gava1241,m,-,-,b,-,-,o,-,-,k,-,-,-,-,-,-,-
mbed1242,f,3,-,f,3,l,a,d,e,k,-,-,-,-,-,-,-
kanu1281,k,3,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-
lagw1237,h,u,n,l,-,-,3,-,-,g,-,-,-,-,e,-,-
mser1242,b,a,-,l,-,-,-,-,-,k,-,-,-,-,a,-,-
afad1236,h,a,l,-,-,-,i,m,-,b,-,3,m,-,e,-,-
mpad1242,h,3,n,z,-,-,3,r,-,k,-,-,-,-,a,-,-
mpad1242,h,3,n,-,-,-,-,n,-,k,7,3,m,-,e,-,-
malg1250,h,3,n,d,-,-,3,-,-,h,-,a,n,y,a,-,-
chad1249,z,i,-,-,-,-,-,-,-,y,-,a,d,-,e,-,-
