language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
molo1266,m,3,n,g,a,m,-,-,-,-,-,-,a,-,-,k,-,-,-,-,-,-,-
muya1243,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,t,-,-,-,u,-,-,-
vame1236,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,t,-,-,-,u,-,-,-
dugw1239,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,t,a,-,-,w,-,-,-
mere1246,-,-,-,-,-,m,-,a,-,-,-,g,a,-,-,m,a,-,-,k,-,-,-
nort3047,-,-,-,-,-,m,-,a,-,-,-,g,a,-,-,m,a,-,-,k,-,-,-
mbuk1243,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,t,a,-,-,w,-,-,-
cuvo1236,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,v,a,-,-,-,-,-,-
buwa1243,-,-,-,-,-,d,-,3,l,o,N,w,-,-,-,-,-,-,-,-,-,-,-
gava1241,-,-,-,-,-,7,-,u,l,o,N,g,o,-,m,t,o,-,-,k,-,-,-
mbed1242,-,-,-,-,-,m,-,3,-,-,N,v,a,-,-,-,-,-,-,-,-,-,-
kamw1239,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,w,-,-,-,o,-,-,-
suku1272,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,t,-,-,-,u,-,-,-
lagw1237,-,-,-,-,-,m,-,-,-,-,-,-,a,n,-,d,-,-,-,3,g,i,a
mser1242,-,-,-,k,a,m,b,u,r,-,-,w,a,n,k,7,-,-,-,o,r,-,-
afad1236,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,d,-,-,-,a,-,-,-
mpad1242,-,-,-,-,n,g,-,-,-,-,-,-,a,-,-,m,-,-,-,o,-,-,-
malg1250,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,t,-,-,-,u,-,-,-
budu1265,-,-,-,-,-,b,-,3,-,-,-,-,a,-,-,t,-,-,-,u,-,-,-
maje1243,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,t,a,N,g,e,-,-,-
mbar1260,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,t,-,-,-,u,-,-,-
marg1266,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,t,-,-,-,u,-,-,-
bata1314,-,-,-,-,-,m,-,a,-,-,-,k,a,-,-,d,-,-,-,u,w,-,e
chad1249,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,t,-,-,-,u,-,-,-
