language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
dugw1239,m,3,p,-,-,-,-,-,-,3,d,e,-,-,y,b,a,-,-
mere1246,-,-,w,u,k,-,-,-,-,3,d,-,-,-,z,-,i,N,-
nort3047,n,-,y,i,k,i,t,a,g,o,d,-,-,-,-,-,-,-,-
cuvo1236,-,-,h,-,-,-,-,-,-,a,T,-,-,-,-,-,a,w,-
buwa1243,N,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,o,-,-
gava1241,N,-,-,-,-,-,-,-,-,-,t,-,-,-,s,-,o,-,-
mbed1242,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,a,m,-
lagw1237,-,-,L,-,-,-,-,-,-,e,l,-,-,-,L,-,a,n,-
mser1242,-,-,S,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
afad1236,-,-,-,-,-,-,-,-,-,-,d,a,i,n,L,-,a,r,e
mpad1242,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,e
malg1250,-,-,L,-,-,-,-,-,-,e,d,3,-,-,L,-,a,n,-
budu1265,-,-,T,-,-,-,-,-,-,i,d,-,-,-,-,-,-,-,3
chad1249,-,-,-,-,-,-,-,-,-,a,d,-,-,-,-,-,a,-,-
