language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
dugw1239,-,-,-,-,g,3,g,e,r,e,-
nort3047,-,-,-,-,L,-,-,e,l,e,k
cuvo1236,-,-,-,-,r,3,-,-,h,e,N
buwa1243,-,-,-,-,L,e,-,-,r,e,k
gava1241,-,-,-,-,g,u,-,-,Z,o,N
mbed1242,-,-,-,-,b,3,-,-,z,3,N
kamw1239,-,-,-,-,b,3,-,-,l,i,-
suku1272,-,-,-,-,p,3,-,-,l,a,k
lagw1237,-,-,-,k,w,a,-,-,f,e,-
mser1242,-,-,n,k,7,3,-,-,r,-,-
afad1236,-,-,n,k,7,a,-,-,n,-,-
mpad1242,-,-,n,k,7,a,-,-,n,-,-
malg1250,-,-,n,k,7,3,-,-,n,-,-
maje1243,-,-,-,k,w,a,-,-,r,e,-
bata1314,-,-,-,k,p,3,k,-,t,o,-
chad1249,x,a,n,-,f,a,-,-,r,-,-
