language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
molo1266,k,o,r,-,-,e,k,-,-,-,e,k,e
molo1266,-,-,d,3,w,e,k,-,-,-,e,k,e
molo1266,k,3,r,-,-,e,k,-,-,-,e,k,e
muya1243,b,i,l,-,-,e,k,b,i,l,e,k,-
muya1243,b,i,l,-,-,e,k,b,i,l,e,k,-
muya1243,-,-,-,-,-,-,t,-,3,d,o,h,o
muya1243,-,-,-,-,-,-,t,-,i,d,e,h,o
wuzl1236,z,3,d,-,-,a,h,-,-,-,a,-,-
wuzl1236,z,3,d,-,-,a,z,-,3,d,a,h,-
mere1246,g,u,y,-,-,-,-,-,-,-,a,m,a
mere1246,g,u,y,-,-,-,-,-,-,-,a,m,a
mbuk1243,d,u,w,-,-,e,k,-,-,-,e,k,e
mbuk1243,g,u,r,-,-,a,k,-,-,-,a,k,a
kamw1239,-,i,y,-,-,a,g,-,-,-,-,w,a
suku1272,-,e,l,-,-,a,k,-,-,-,-,-,-
mbar1260,g,a,l,-,-,-,-,-,-,-,a,k,-
marg1265,d,a,d,-,-,-,-,-,-,-,a,h,3
bata1314,-,-,-,-,-,-,k,w,-,-,a,t,e
