language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
molo1266,-,-,-,m,a,-,d,a,-,-,-,d,a,-,-,-,-,-,-,-,-,-,-,-,k,-,-
muya1243,-,-,-,m,3,-,d,3,-,k,-,d,3,-,-,-,-,-,-,-,-,-,-,-,k,-,-
wuzl1236,-,-,-,-,-,-,d,3,-,g,a,d,3,-,-,-,-,-,g,-,a,-,s,e,k,-,-
vame1236,-,-,-,-,-,-,d,3,-,g,a,d,3,-,-,-,-,-,g,-,a,-,-,-,-,-,-
dugw1239,-,-,-,m,3,-,d,u,-,-,-,-,-,-,-,-,-,-,g,-,u,m,s,e,k,-,-
nort3047,-,-,-,m,o,-,d,o,-,-,-,d,o,-,k,-,n,-,g,-,i,-,s,a,r,-,-
mbuk1243,-,-,-,-,-,-,d,3,-,k,-,d,a,-,k,-,-,-,s,-,3,-,s,a,r,a,y
cuvo1236,-,-,-,m,3,-,d,e,-,k,-,-,-,-,-,-,-,-,w,-,i,-,d,e,k,-,w
buwa1243,-,-,-,m,o,-,d,o,-,-,-,d,o,-,k,w,N,-,g,-,o,-,s,-,-,-,-
gava1241,-,-,-,m,o,h,t,3,-,s,-,t,3,-,s,-,N,-,g,-,o,-,s,-,-,-,-
mbed1242,-,-,-,m,a,-,d,o,-,-,-,-,-,-,k,-,N,-,g,-,a,-,s,-,-,-,-
kamw1239,-,-,-,-,-,-,t,a,-,k,u,d,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
suku1272,-,-,-,-,-,-,v,-,-,-,u,n,-,-,-,-,-,-,-,-,a,-,s,-,-,-,-
lama1288,-,-,-,-,-,-,d,a,-,-,-,d,-,-,-,-,-,-,g,-,a,-,-,-,-,-,-
lagw1237,n,k,u,m,3,-,t,3,-,-,-,l,a,-,s,-,-,-,-,-,3,-,-,-,-,-,-
mser1242,-,k,u,m,u,-,t,u,-,-,-,t,3,m,s,-,7,3,k,-,3,-,-,-,-,-,-
afad1236,-,g,u,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
mpad1242,-,h,u,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
malg1250,-,h,u,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
bata1314,-,-,-,-,-,-,t,o,n,g,-,t,o,-,-,-,n,-,g,t,o,-,-,-,-,-,-
