language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41
woge1237,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kair1263,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
yabe1254,-,-,-,-,-,-,-,w,-,-,a,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,a,T,-,t,-,s,-,-,-
onto1237,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nuku1259,-,-,t,a,e,-,-,n,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nuku1259,-,-,t,a,e,-,-,n,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nuku1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,e,-,-,-
nuku1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,e,-,-,-
kapi1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,m,-,-,a,-,-,m,-,-,-,a,-,-,f,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,-,m,-,-,a,-,-,m,-,-,-,a,-,-,f,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,m,-,-,a,-,-,m,-,-,-,a,-,-,f,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,m,-,-,a,-,-,m,-,-,-,a,-,-,f,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,m,-,-,a,-,-,m,-,-,-,a,-,-,f,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
tong1325,-,-,-,-,-,-,-,m,-,-,a,-,-,m,-,-,-,a,-,-,f,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,m,-,-,a,-,-,m,-,-,-,a,-,-,f,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
emae1237,-,-,-,-,-,-,-,m,-,-,a,-,-,m,-,-,-,a,-,-,f,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mung1271,-,-,-,-,-,-,-,m,-,-,a,-,-,m,-,-,-,a,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
futu1245,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,-,f,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
futu1245,-,-,h,-,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,-,f,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
west2516,-,-,-,-,-,-,-,m,-,-,u,-,-,m,-,-,-,a,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
west2516,-,-,-,-,-,-,-,m,-,-,o,-,-,m,-,-,-,a,-,-,f,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mele1250,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
pile1238,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
raro1241,-,-,t,e,i,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,7,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
raro1241,-,-,t,e,i,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,7,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
raro1241,-,-,t,a,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
raro1241,-,-,t,a,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
raro1241,-,-,t,e,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
raro1241,-,-,t,e,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
penr1237,-,-,t,a,i,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
penr1237,-,-,t,a,i,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
penr1237,-,-,t,a,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
penr1237,-,-,t,a,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mang1401,-,-,t,e,i,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mang1401,-,-,t,e,i,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mang1402,-,-,t,e,i,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mang1402,-,-,t,e,i,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
raka1237,-,-,t,a,i,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
raka1237,-,-,t,a,i,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
maor1246,-,-,t,a,i,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
maor1246,-,-,t,a,i,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
rapa1244,-,-,t,a,i,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
rapa1244,-,-,t,a,i,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
rapa1244,-,-,t,a,i,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
rapa1244,-,-,t,a,i,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
rapa1244,-,-,t,a,i,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
rapa1244,-,-,t,a,i,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nort2845,-,-,t,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
ruru1237,-,-,t,-,i,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
ruru1237,-,-,t,-,i,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
tahi1242,-,-,t,e,i,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
tahi1242,-,-,t,e,i,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
hawa1245,-,-,k,a,u,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
hawa1245,-,-,k,a,u,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
niua1240,-,-,-,-,-,-,-,m,-,-,a,-,-,m,-,-,-,a,-,-,f,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
rotu1241,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
bauu1243,-,-,-,-,-,-,-,b,i,-,i,-,-,-,-,-,-,-,-,-,b,-,-,-,i,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
west2519,-,-,-,-,-,-,-,b,-,-,i,-,-,-,-,-,-,-,-,-,b,-,-,-,i,-,-,-,-,t,-,-,a,-,-,-,-,-,-,-,-
muss1248,-,-,-,-,-,-,-,m,-,-,a,-,-,m,-,-,-,a,-,-,t,-,-,-,a,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,-
muss1248,-,-,-,-,-,-,-,m,-,-,a,-,-,m,-,-,-,a,-,-,t,-,-,-,a,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,-
naka1262,-,-,t,-,i,k,u,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
dori1246,-,-,-,-,-,-,-,g,-,-,u,-,-,l,-,-,-,u,-,-,7,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
wala1266,-,-,-,-,-,-,-,g,-,-,u,-,-,l,-,-,-,u,g,u,l,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,g,-,-,u,-,-,l,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,-,k,-,-,u,-,-,l,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
baeg1237,-,-,-,-,-,-,-,k,-,-,u,-,-,l,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fata1245,-,-,-,-,-,-,-,k,-,-,u,-,-,l,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,k,-,-,u,-,-,l,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,k,-,-,u,-,-,l,-,-,-,u,-,-,7,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
bael1237,-,-,-,-,-,-,-,k,-,-,u,-,-,l,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gula1270,-,-,-,-,-,-,-,g,-,-,u,-,-,l,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
long1395,-,-,N,-,-,-,-,g,-,-,u,-,-,l,-,-,-,u,-,-,7,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
oroh1237,-,-,-,-,-,-,-,h,-,-,i,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
area1240,-,-,-,-,-,-,-,h,-,-,i,-,-,7,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,a,-,-,7,-,i,-,-,-
rihu1237,-,-,-,-,-,-,-,h,-,-,i,-,-,h,-,-,-,i,-,-,7,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
haun1237,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,i,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kahu1241,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,i,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
sant1413,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,i,-,-,x,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
aros1241,-,-,-,-,-,-,-,h,-,-,i,-,-,h,-,-,-,i,-,-,7,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
tolo1254,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,a,-,-,v,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
tolo1254,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
bira1254,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
tand1254,-,-,-,-,-,-,-,m,-,-,a,-,-,m,-,-,-,a,-,-,v,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mala1484,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
leng1259,-,-,-,-,-,-,-,m,-,-,a,-,-,m,-,-,-,a,-,-,v,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
bugh1239,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
bugh1239,-,-,-,-,-,-,-,b,-,-,o,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
gela1263,-,-,-,-,-,-,-,m,b,-,o,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
gela1263,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
taba1261,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,a,-,-,t,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
ramo1244,-,-,-,-,-,-,-,m,-,-,a,-,-,v,-,-,-,a,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
patp1243,-,-,-,-,-,-,-,t,i,r,i,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kuan1248,-,-,-,-,i,-,-,m,-,-,a,-,-,m,-,-,-,a,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kuan1248,-,-,-,-,i,-,-,m,-,-,a,-,-,m,-,-,-,a,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mini1251,-,-,-,-,i,-,-,m,-,-,a,-,-,m,-,-,-,a,-,-,t,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
mini1251,-,-,-,-,i,-,-,m,-,-,a,-,-,m,-,-,-,a,-,-,t,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
tung1290,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,i,-,-,t,-,-,-,-,-,-,-,-,-,-,-,e,-,-,n,-,-,-,-,-
lamu1255,-,-,-,-,-,-,-,m,-,-,u,-,-,m,u,-,-,a,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lamu1255,-,-,-,-,-,-,-,m,-,-,u,-,-,m,u,-,-,a,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lewo1242,-,u,r,-,-,-,-,m,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lame1260,w,u,r,-,u,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bier1244,w,u,r,-,u,-,-,m,-,-,i,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
baki1244,-,-,t,-,o,-,-,m,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bier1246,-,-,-,-,-,-,-,m,-,-,a,-,-,r,-,-,-,a,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngun1274,-,-,-,-,-,-,-,m,-,-,a,-,-,t,a,g,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lele1267,-,-,-,-,-,-,-,m,-,-,-,-,-,t,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2856,-,-,-,-,-,-,-,m,-,-,-,-,-,t,-,-,-,e,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
eton1255,-,-,-,-,-,-,-,m,-,-,-,-,-,t,-,-,-,e,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nama1268,-,-,-,-,-,-,-,m,-,-,a,-,-,r,-,-,-,a,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
orko1234,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
port1286,-,-,-,-,-,-,-,m,-,-,e,-,-,m,-,-,-,a,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lonw1238,-,-,-,-,-,-,-,m,-,-,e,-,-,m,-,-,-,a,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2839,-,-,-,-,-,-,-,m,-,-,e,-,-,m,-,-,-,E,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
daka1243,-,-,-,-,-,-,-,m,-,-,i,-,-,y,-,-,-,a,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sowa1244,-,-,-,-,-,-,-,v,-,-,a,-,-,n,g,s,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sowa1244,-,-,-,-,-,-,-,m,-,-,a,p,-,m,-,-,-,a,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sowa1244,-,-,-,-,-,-,-,m,-,-,-,-,-,r,-,-,-,e,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
seke1241,-,-,-,-,-,-,-,v,-,-,a,-,-,N,-,s,e,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
seke1241,-,-,-,-,-,-,-,m,-,-,a,v,-,m,-,-,-,a,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,m,-,-,-,-,-,r,-,-,-,e,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,-,m,-,-,a,-,-,e,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2858,-,-,-,-,-,-,-,m,-,-,e,-,-,l,-,-,-,a,-,-,s,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
sout2859,-,-,-,-,-,-,-,m,-,-,e,-,-,-,-,-,-,a,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
navu1237,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,-,-,e,-,-,t,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
tial1239,-,-,n,-,-,-,-,p,-,-,u,-,-,-,-,-,-,e,-,-,t,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
akei1237,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,-,-,e,-,-,t,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
fort1240,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,-,-,e,-,-,t,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
wail1242,-,-,-,-,-,-,-,p,-,-,u,-,-,7,-,-,-,e,-,-,t,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
mere1242,-,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
wusi1237,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,-,-,-,-,-,r,-,-,-,u,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,-
tolo1255,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,-,-,-,-,-,r,-,-,-,u,-,-,-,-,x,-,-,a,-,-,-,-,-,-,-,-
