language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39
mala1489,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,-,b,u
kove1237,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,l,u,t,-,-,-,-,o,-,-,l,u
bari1286,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,l,-,t,-,-,-,-,o,-,-,l,-
mala1487,-,-,-,-,-,-,-,i,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,p,-
arop1242,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,-,o,-,a,n,a
taki1248,-,-,-,-,m,-,-,-,-,-,-,-,-,-,t,-,n,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,m,-,-,e,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,-,u,-,u,n,-
mind1255,-,-,-,-,b,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,-,u,-,-,n,-
wabb1237,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,t,-,-,-,-,u,-,-,-,-
mana1295,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-
onto1237,-,-,-,-,m,-,-,a,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
taku1257,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-
sika1261,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-
nuku1259,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-
nuku1260,-,-,-,-,m,-,-,a,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
kapi1249,-,-,-,-,m,-,-,a,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
kapi1249,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-
futu1245,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-
mele1250,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-
tiko1237,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-
anut1237,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-
samo1305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,a,t,-,-,-,-,-,-,u,-,-,-,a
samo1305,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,o,l,-,-,-,-,-,-,u,-,-,-,t,o,l,-,-,-,-,u,-,-,-,-
west2516,-,-,-,-,m,-,-,a,-,-,-,a,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
east2447,-,-,-,-,m,-,-,a,t,-,-,o,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
east2447,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
wall1257,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
tong1325,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
niue1239,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
emae1237,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-
raro1241,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-
tuam1242,-,t,u,-,7,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,7,a
mang1401,-,-,-,-,m,-,-,a,-,-,-,a,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-
raka1237,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-
rapa1244,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-
maor1246,-,-,-,-,m,-,-,a,t,-,-,o,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-
puka1242,-,-,-,-,m,-,-,a,-,-,-,a,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
nort2845,-,-,-,-,m,-,-,o,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,7,-,-,-,-,-,-,u,-,-,-,-
hawa1245,-,-,-,-,m,-,-,a,-,-,-,a,-,-,k,o,l,u,-,-,k,-,-,o,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
tahi1242,-,-,-,-,m,-,-,e,-,-,-,-,-,-,7,-,-,u,-,-,m,-,-,e,-,-,-,7,-,-,-,-,-,-,u,-,-,-,-
nuku1258,-,-,-,-,m,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-
niua1240,-,-,-,-,m,-,-,a,-,-,-,a,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
rotu1241,-,-,-,-,m,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
naka1262,-,-,-,-,b,-,-,i,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
dori1246,-,-,u,-,b,-,-,u,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
wala1266,-,-,u,-,b,-,-,u,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,a
kwai1243,-,-,-,-,f,-,-,o,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
baeg1237,-,-,u,m,b,-,-,u,m,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,a
fata1245,-,-,u,-,b,-,-,u,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,a
toab1237,-,-,-,-,b,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,a
toab1237,-,-,-,-,b,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,7,a
