language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
kapp1237,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-
siss1243,-,-,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-
sobe1238,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-
tarp1240,-,n,-,-,-,i,-,N,w,-,-,a,-,-,-,-,-,r,-,-,-,-,-,o,-,-,-,-,-
mala1487,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
arop1242,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
sioo1240,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
numb1247,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
mutu1242,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
gitu1237,-,-,-,-,-,-,-,m,w,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
mbul1263,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
bari1286,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
male1289,-,n,-,-,-,a,-,m,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
taki1248,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
matu1261,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
bilb1241,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
mind1255,-,-,-,-,-,-,-,m,o,-,-,a,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
wabb1237,-,-,-,-,-,-,-,m,-,-,-,u,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
awad1244,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
ronj1237,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,a,-,l,-,-,-,-,-,a,-,-,-,-,-
nana1258,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-,-
mana1295,-,-,-,-,-,-,-,m,w,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
kair1263,-,-,-,-,-,-,-,-,v,-,-,a,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,u
yabe1254,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,a,T,t,-,-,-,-,-,s,-,-,-,-,-
meng1267,-,-,-,-,-,-,-,m,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
onto1237,-,-,-,-,-,-,-,7,-,-,-,a,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,N,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,N,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
east2447,-,-,-,-,-,-,-,g,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
tong1325,-,-,-,-,-,-,-,N,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,g,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
emae1237,-,-,-,-,-,-,-,g,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
mung1271,-,-,-,-,-,-,-,n,g,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
futu1245,-,-,-,-,-,-,-,n,g,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
pile1238,-,-,-,-,-,-,-,n,g,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
bauu1243,-,-,-,-,-,-,-,g,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
west2519,-,g,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
bola1250,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
bulu1253,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
mudu1242,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,b,u,n,-,u
unea1237,-,x,-,-,-,u,-,m,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
dori1246,-,-,-,-,-,-,-,-,w,-,-,a,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
wala1266,-,-,-,-,-,-,-,-,w,-,-,a,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
kwai1243,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,-,w,-,-,a,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
kwar1239,-,-,-,-,-,-,-,-,l,-,-,o,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
baeg1237,-,-,-,-,-,-,-,-,l,-,-,o,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,-,l,-,-,o,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,-,l,-,-,o,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
bael1237,-,-,-,-,-,-,-,-,l,-,-,o,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
gula1270,-,-,-,-,-,-,-,-,w,-,-,a,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
long1395,-,-,-,-,-,-,-,m,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
oroh1237,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
area1240,-,-,-,-,-,-,-,-,w,-,-,a,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
saaa1240,-,-,-,-,-,-,-,-,m,-,w,a,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
rihu1237,-,-,-,-,-,-,-,m,w,-,-,a,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
haun1237,-,-,-,-,-,-,-,m,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
kahu1241,-,-,-,-,-,a,-,m,w,-,-,a,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
sant1413,-,-,-,-,-,-,-,m,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
aros1241,-,-,-,-,-,-,-,m,w,-,-,a,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
tolo1254,-,-,-,-,-,-,-,m,u,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
bira1254,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
tand1254,-,-,-,-,-,-,-,m,u,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
mala1484,-,-,-,-,-,-,-,p,-,-,-,o,-,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-
leng1259,-,-,-,-,-,u,-,m,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
bugh1239,-,-,-,-,-,-,-,p,-,-,-,o,-,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-
bugh1239,-,-,-,-,-,u,-,m,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
gela1263,-,-,-,-,-,u,-,m,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
taba1261,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,d,Z,o,-,u,-,i,-,-,-,-,-
lihi1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,e,-,-,-,-,-
tang1348,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-
siar1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,o,-,i,-,-,-,-,-
labe1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,o,-,i,-,-,-,-,-
kand1301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,u,s,u,-,i,-,-,-,-,-
ramo1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,u,-,i,-,-,-,-,-
patp1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,u,-,i,-,-,-,-,-
kuan1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,u,-,i,-,-,-,-,-
mini1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,u,-,i,-,-,-,-,-
bilu1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,o,-,i,-,-,-,-,-
nali1244,-,-,-,-,-,-,-,z,-,-,-,i,-,-,-,-,-,z,-,-,-,-,-,i,-,-,-,-,-
west2524,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,u,-,a,-,-,-,-,i
tian1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,u,-,a,-,-,-,-,i
tiga1245,-,-,-,-,-,-,-,m,u,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
lamu1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,i,s,i,-,-,-,-,-
mada1285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,i,s,i,s,i,-,-,-,-,-
lewo1242,-,l,-,-,-,o,-,m,w,-,-,a,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-
lame1260,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-
bier1244,-,-,-,-,-,-,-,m,w,-,-,a,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-
baki1244,-,-,-,-,-,-,-,m,w,-,-,a,-,-,-,-,-,r,-,-,-,-,-,o,-,-,-,-,-
bier1246,-,n,-,-,-,-,-,m,w,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
maii1238,-,n,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,3,-,-,-,-,-
ngun1274,-,m,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
lele1267,-,m,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-
sout2856,-,m,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
eton1255,-,-,-,-,-,-,-,m,w,-,-,a,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
nama1268,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
orko1234,-,-,-,-,-,-,-,t,-,-,-,i,l,-,-,-,-,t,-,-,-,i,-,e,-,-,l,-,-
lonw1238,-,-,-,-,-,-,-,t,-,-,-,e,l,-,-,T,-,t,-,-,-,S,-,i,-,-,l,-,-
nort2839,-,-,-,-,-,-,-,t,-,-,-,a,l,-,-,-,-,-,-,-,-,s,-,i,-,-,l,-,-
daka1243,-,-,-,-,-,-,-,t,-,-,-,i,y,-,-,o,-,t,-,-,-,-,-,i,-,-,y,-,o
sowa1244,-,b,-,w,-,a,-,r,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,o,-,-,k,-,-
seke1241,-,-,-,b,-,-,-,r,-,-,-,a,-,-,-,-,-,s,-,-,-,-,-,o,-,-,k,-,-
apma1240,-,-,-,-,-,-,-,t,-,-,-,e,l,-,-,-,-,t,-,-,-,-,-,e,-,-,l,-,-
saaa1241,-,-,-,-,-,-,-,t,-,-,-,a,l,-,-,-,-,t,-,-,-,e,-,e,-,-,l,-,-
sout2858,-,-,-,-,-,a,-,m,-,-,-,o,-,-,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-
sout2858,-,-,-,-,-,-,-,t,-,-,-,e,-,-,-,-,-,t,-,-,-,-,-,a,-,-,l,-,i
