language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47
tamb1253,-,-,-,-,-,-,-,n,-,d,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,b,-,-,-,u,s,a
nara1263,-,-,-,-,-,-,-,n,-,d,-,o,-,-,m,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-
moro1286,-,-,-,-,-,-,-,n,-,d,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,i,-,a
east2443,-,-,-,-,-,-,-,l,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
west2513,n,-,-,-,-,-,-,d,-,-,-,o,-,-,m,i,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,i,-,-
hano1246,-,-,-,-,-,-,-,b,-,-,-,i,-,-,-,-,-,n,-,-,i,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
hano1246,-,-,-,-,-,-,-,v,-,-,-,i,-,-,-,-,-,n,-,-,i,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
cent2058,n,-,-,-,-,-,-,d,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
leha1244,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,n,-,-,-,-,-,-
leha1243,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,e,-,-,n,-,-,-,-,-,-
motl1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-,-,-,-
