language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47
arop1242,-,-,-,-,-,-,-,l,-,-,-,u,-,-,N,o,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mutu1242,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-
gitu1237,-,-,-,-,-,-,-,l,-,-,-,o,l,o,N,o,-,n,-,-,i,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mala1489,-,-,-,-,-,-,-,p,-,-,-,o,t,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mbul1263,-,-,-,-,-,-,-,k,-,-,-,a,-,-,m,-,-,N,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,m,-,-,-,a,t,a,-,i,-,n,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kove1237,-,-,-,-,-,-,-,v,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bari1286,-,-,-,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-
mind1255,-,-,-,-,-,-,-,l,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,s,-,-,-,-,o,-,-,-,-,-,-,-,-,-
ronj1237,-,-,-,-,-,-,-,N,a,p,-,a,t,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,i,-,-,-,-,E,-,-,-,-,-,-,-,-,-
nana1258,-,-,-,-,-,-,-,N,a,h,-,a,t,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,i,-,-,-,-,a,-,-,-,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
nuku1260,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,f,-,-,a,u,-,f,a,-,u,-,-,-,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,f,-,-,a,-,-,-,-,u,-,-,f,-,-,-,-,-,-,a,-,u,-,-,-,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,s,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,h,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
emae1237,-,-,-,-,-,-,-,f,-,-,-,a,k,-,-,a,-,t,u,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
mung1271,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
futu1245,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
futu1245,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,n,-,-,-,e,-,a
mele1250,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
pile1238,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,a
raro1241,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,7,a,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
penr1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,h,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mang1402,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,h,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
raka1237,h,a,k,a,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,-,m,-,-,-,a,h,-,-,a,-,r,a,h,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,i,-,y,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,m,a,-,-,a,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,u,-,-,-,-,-,-,-,-,-
ruru1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
tahi1242,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
hawa1245,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
nuku1258,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
bauu1243,-,-,-,-,-,-,-,n,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,m,-,-,a,-,-,-,-,-,-,-,-,-
west2519,-,-,-,-,-,-,-,v,-,-,-,a,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,s,-,-,-,a,-,m,-,-,a,-,-,-,-,-,-,-,-,-
muss1248,-,-,-,-,-,-,-,n,i,n,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bola1250,-,-,-,-,-,-,-,l,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
mudu1242,-,-,-,-,-,-,-,l,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,i,-,-
unea1237,-,-,-,-,-,-,-,l,-,-,-,o,-,-,-,-,-,N,-,-,o,-,-,-,-,i,-,-,x,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,i,-,a
naka1262,-,-,-,-,-,-,-,g,-,-,-,a,-,-,-,-,-,b,u,t,a,-,-,t,-,a,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
dori1246,-,-,-,-,-,-,-,n,-,-,-,i,7,-,-,i,-,r,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
wala1266,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,l,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,t,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
baeg1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
fata1245,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,a,u,-,t,-,-,a,-,-,-,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bael1237,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
gula1270,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
area1240,-,-,-,-,-,-,-,n,-,-,-,i,7,-,-,i,-,s,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
saaa1240,-,-,-,-,-,-,-,l,-,-,-,o,7,-,-,o,-,N,-,-,a,-,-,-,-,-,-,-,7,-,-,-,i,-,n,-,-,e,-,-,-,-,-,-,-,-,-
rihu1237,-,-,-,-,-,-,-,t,-,-,-,o,t,-,-,o,o,n,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
haun1237,-,-,-,-,-,-,-,t,-,-,-,a,-,-,-,-,-,k,-,-,o,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
haun1237,-,-,-,-,-,-,-,t,-,-,-,u,-,-,-,-,-,n,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kahu1241,-,-,-,-,-,-,-,t,-,-,-,a,-,-,-,-,-,k,-,-,o,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-,a,-,-,-,-,-,-,-,-,-
sant1413,-,-,-,-,-,-,-,t,-,-,-,a,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
aros1241,-,-,-,-,-,-,-,7,-,-,-,a,-,-,-,-,-,d,-,-,o,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,7,-,-,-,-,-,i
tolo1254,-,-,-,-,-,-,-,p,a,p,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tolo1254,-,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bira1254,-,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,o
tand1254,-,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
mala1484,-,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,a,-,-,-,-,a,-,-,-,-,-,-,-,-,-
leng1259,-,-,-,-,-,-,-,x,-,-,-,a,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,x,-,-,-,a,-,n,-,-,a,-,-,-,-,-,-,-,-,-
bugh1239,-,-,-,-,-,-,-,g,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bugh1239,-,-,-,-,-,-,-,t,-,-,-,o,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
gela1263,g,-,-,a,-,-,-,n,a,g,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tung1290,l,-,-,o,m,l,o,m,-,-,-,o,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
tung1290,l,-,-,o,-,-,-,m,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lewo1242,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,e,-,-,m,-,a,l,i,-,a
lewo1242,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,e,-,-,m,-,a,l,i,-,a
lame1260,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-
lame1260,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-
bier1244,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,i,-,-
bier1244,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,i,-,-
baki1244,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,i,-,-
baki1244,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,i,-,-
bier1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,d,o,-,-,m,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-
maii1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,m,-,-,w,i,-,-
ngun1274,-,-,-,-,-,-,-,m,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,k,-,-,-,i,-,-
ngun1274,-,-,-,-,-,-,-,m,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,k,-,-,-,i,-,-
lele1267,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,a,-,-
sout2856,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
sout2856,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
eton1255,-,-,-,-,-,-,-,t,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,o,-,-,t,-,-,-,-,-,-
nama1268,-,-,-,-,-,-,-,m,-,-,-,i,-,-,-,-,-,d,-,-,o,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
port1286,-,-,-,-,-,-,-,n,-,d,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-
lonw1238,-,-,-,-,-,-,-,n,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,n,-,-,o,r,-,n,-,-,-,i,-,-
nort2839,-,-,-,-,-,-,-,n,-,d,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,d,i,n,-,-,-,e,-,-
daka1243,-,-,-,-,-,-,-,n,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,u,r,-,n,-,i,y,u,-,r
daka1243,-,-,-,-,-,-,-,d,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,i,y,e,-,-
sowa1244,-,-,-,-,-,-,-,d,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,d,-,m,-,e,-,e,-,-
seke1241,-,-,-,-,-,-,-,d,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,m,-,-,-,e,-,-
apma1240,-,-,-,-,-,-,-,v,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,n,-,-,-,i,-,-
saaa1241,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,e,-,e,-,-
sout2858,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,m,-,-,-,i,-,-
sout2859,-,-,-,-,-,-,-,n,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,e,-,-,m,-,-,-,i,-,-
navu1237,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-,m,-,-,i,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,i,-,-
akei1237,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-,m,-,-,i,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,i,-,-
fort1240,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-,m,-,-,i,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,i,-,a
mere1242,-,-,-,-,-,-,-,d,-,-,-,o,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-
wusi1237,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,i,-,-
tolo1255,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-,i,n,a
tang1347,-,-,-,-,-,-,-,r,-,-,-,o,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,i,-,-
malo1243,-,-,-,-,-,-,-,d,-,-,-,o,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,m,-,-,-,-,-,-
arak1252,-,-,-,-,-,-,-,t,-,s,-,o,-,-,-,-,-,m,-,7,i,-,-,-,-,-,-,-,t,-,-,-,-,-,s,-,-,o,-,-,m,7,-,-,i,-,-
tutu1241,-,-,-,-,-,-,-,n,-,-,-,d,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,b,s,a,-,i,-,a
mafe1237,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,s,e,-,i,-,a
