language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41
kwai1243,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,a,-,-,-,-,-,-,-,n,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,a,-,-,-,-,-,-,-,f,a,-,-,-,-,-,n,-,a,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
baeg1237,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
bael1237,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
gula1270,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-,-,-,n,i,-,-,-,-,-,s,-,i,-,-,-,a,-,-
long1395,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
oroh1237,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-,-,-,7,a,-,w,a,-,-,s,-,i,-,-,-,-,-,-
area1240,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-,-,-,7,a,-,w,a,-,-,s,-,i,-,-,-,-,-,-
saaa1240,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-,-,-,7,a,-,w,a,-,-,s,-,i,-,-,-,-,-,-
saaa1240,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
rihu1237,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-,-,-,7,a,-,w,a,-,-,s,-,i,-,-,-,-,-,-
haun1237,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-,-,-,x,a,-,w,a,-,-,s,-,i,-,-,-,-,-,-
kahu1241,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-,-,-,x,a,-,w,a,-,-,s,-,i,-,-,-,-,-,-
sant1413,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,a,-,-,-,-,-,-,-,x,a,-,w,a,-,-,s,-,i,-,-,-,-,-,-
aros1241,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-,-,-,7,a,-,w,a,-,-,s,-,i,-,-,-,-,-,-
tolo1254,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
tolo1254,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
bira1254,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
tand1254,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,u,-,v,i,a,-,-
mala1484,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
mala1484,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
leng1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
gela1263,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,i,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
taba1261,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,-,-,-,-,-,-,m,-,-,-,a,-,-,n,-,a,-,-,-,-,-,-
kuan1248,-,i,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,o,-,-,-,-,-,-,-,v,-,-,-,o,-,-,-,-,i,-,-,-,-,-,-
mini1251,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,o,-,-,-,-,-,-,-,v,-,-,-,o,-,-,-,-,i,-,-,-,-,-,-
bilu1244,-,i,p,a,p,a,n,-,a,k,t,u,r,-,-,-,-,-,-,-,-,-,-,-,-,v,a,-,m,a,-,-,n,-,i,-,y,-,-,-,-
nali1244,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,n,g,-,-,-,-
west2524,-,a,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,e,n,g,m,a,n,u
tian1237,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,e,n,g,-,-,-,-
lamu1255,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,i,n,-,-,-,-,-
mada1285,-,i,-,-,s,-,-,-,i,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,i,u,-,-,-,-,-
lewo1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,a,-,-,-,m,-,-,-,-,-,-,-,-,E,-,n,-,-,-,-
lame1260,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,a,-,-,l,a,-,-,-,m,-,-,-,-,-,-,-,-,a,-,n,-,-,-,-
bier1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,a,-,-,-,k,-,-,-,a,-,-,-,-,u,-,-,-,-,-,-
ngun1274,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,-,l,a,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
ngun1274,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,-,l,a,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
lele1267,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,l,a,k,-,-,k,-,-,-,-,-,-,-,-,o,-,r,-,i,-,-
lele1267,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,l,a,k,-,-,k,-,-,-,-,-,-,-,-,o,-,r,-,i,-,-
sout2856,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,l,a,-,-,-,k,-,-,-,-,-,-,-,-,o,-,r,-,i,-,-
sout2856,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,l,a,-,-,-,k,-,-,-,-,-,-,-,-,o,-,r,-,i,-,-
port1286,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
lonw1238,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
nort2839,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,m,-,-,-,-
sowa1244,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
sout2858,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
sout2859,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,o,-,-,k,e,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
arak1252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
west2513,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,o,r,o,s,o,-,-,-,r,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
hano1246,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,a,n,-,v,a,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
cent2058,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
baet1237,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,s,a,-,-,-,l,-,-,-,-,-,-,-,-,e,-,x,-,-,-,-
leha1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vure1239,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,o,k,-,s,o,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vera1241,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,o,k,-,s,o,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
koro1308,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,k,-,s,a,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
nese1235,-,-,-,-,-,-,k,-,-,-,-,-,h,-,-,-,-,o,-,-,r,k,-,-,-,h,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-
nese1235,-,-,-,-,-,-,k,-,-,-,-,-,h,-,-,-,-,o,-,-,r,k,-,-,-,h,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-
mpot1241,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-
mpot1241,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,o,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,o,-,-,r,-,-,-,-,x,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,o,-,-,r,-,-,-,-,x,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,o,-,-,r,-,-,-,-,x,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,o,-,-,r,-,-,-,-,x,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,o,-,-,r,-,-,-,-,x,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,o,-,-,r,-,-,-,-,x,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,o,-,-,r,-,-,-,-,x,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,o,-,-,r,-,-,-,-,x,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-
maee1241,-,-,-,-,-,-,n,-,-,-,-,-,d,-,-,-,-,E,-,-,l,n,-,-,-,d,-,-,-,-,-,-,-,-,E,-,l,-,-,-,-
vaoo1237,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,o,-,-,r,-,-,-,-,x,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-
vaoo1237,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,o,-,-,r,-,-,-,-,x,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-
nasa1240,-,-,-,-,-,-,n,-,-,-,-,-,g,-,-,-,-,o,-,-,r,a,-,-,-,g,-,-,-,a,-,-,r,-,a,-,-,-,-,-,-
dixo1238,-,-,-,-,-,-,n,-,-,-,-,-,g,-,-,-,-,a,-,-,r,a,-,-,-,g,-,-,-,a,-,-,r,-,a,-,-,-,-,-,-
lete1241,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,E,-,-,r,-,-,-,-,-,-,-,-,E,-,n,d,a,u,-,-,-,-,-,-
labo1244,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,o,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
labo1244,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,o,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
malf1237,-,-,-,-,-,-,-,-,i,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
navw1234,-,a,-,-,-,-,t,-,i,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2857,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ling1265,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,o,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
katb1237,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,e,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
unua1237,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,o,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
wala1267,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,o,-,-,t,-,-,-,-,S,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nisv1234,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
nasv1234,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
nasv1234,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
axam1237,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
avok1244,-,-,-,-,-,-,-,-,-,-,-,-,k,3,k,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
port1285,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
mask1242,-,-,-,-,-,-,n,-,-,-,-,-,d,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-
aulu1238,-,-,-,-,-,-,n,-,-,-,-,-,g,-,-,-,-,o,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
aulu1238,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,r,-,-,-,-,w,-,-,-,-,-,-,-,-,a,-,r,-,-,-,-
aulu1238,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,r,-,-,-,-,w,-,-,-,-,-,-,-,-,a,-,r,-,-,-,-
bwen1239,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,a,-,-,-,-,-,-,-,x,-,-,-,a,-,-,-,-,o,-,-,-,-,-,-
burm1263,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,o,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,u,-,-,-,-,-,-
leip1237,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,T,-,t,-,-,s,-,-,-,-,-,-,-,-,o,-,N,-,-,-,-
loni1238,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,N,-,-,-,-
papi1254,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,o,-,n,-,g,-,-
louu1245,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,u,-,-,N,-,-,-,-,s,-,-,-,-,-,-,-,-,u,-,N,-,-,-,-
naun1237,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,o,-,-,N,T,t,-,-,s,-,-,-,-,-,-,-,-,o,-,N,-,-,-,-
teop1238,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,i,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
teop1238,v,a,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,i,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
hako1237,-,-,-,-,-,-,-,-,-,-,-,-,h,e,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
neha1247,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,i,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,p,-,-,-,-
aluu1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,h,-,-,-,i,-,-,l,-,u,-,-,-,-,-,-
rovi1238,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,u,-,-,-,-,-,e,-,-,-,-,-,-
ughe1237,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,u,a,-,-,-,-,i,-,n,i,a,-,-
hoav1238,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,u,a,-,-,x,-,i,-,-,-,-,-,-
kusa1251,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,u,a,-,-,x,-,i,-,-,-,-,-,-
maro1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,n,-,-,-,e,t,s,i,-,e,-,-,-,-,-,-
vang1243,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-,-,-,m,-,-,-,-,-,-,b,-,u,-,-,-,-,-,-
vang1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,n,-,-,-,e,-,s,7,-,e,-,-,-,-,-,-
kubo1244,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,o,-,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
lung1249,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,o,-,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
simb1256,-,u,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,i,-,-,-,-,-,-
seng1280,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,v,-,i,-,-,-,-,-,-
riri1237,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,a,-,-,p,-,-,-,-,-,-,-,-
vagh1249,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,3,-,-,-,-,-,-,-,r,-,-,-,a,-,-,p,-,a,-,-,-,-,-,-
vari1239,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,a,-,-,p,-,a,-,-,-,-,-,-
lagh1246,-,-,-,-,-,-,-,-,-,-,-,-,t,a,v,-,-,i,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
zaza1245,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,i,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
blab1237,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,i,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
koko1269,-,-,-,-,-,-,-,-,-,-,-,-,t,a,v,-,-,i,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
gaoo1237,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,i,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
