language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45
burm1263,n,b,a,t,-,-,-,n,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
unua1237,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,o,-,r,i,-,-,-,-,-,-,-,-,-
navu1237,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tial1239,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
akei1237,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,u,-,r,-,-,-,-,-,-,-,-,-,i,-,-,-,a,-,-,-,-,-
fort1240,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,a,-,-,-,-,-
wail1242,-,-,-,-,-,-,-,-,-,t,s,-,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,i,-,-,-,a,-,-,-,-,-
wusi1237,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
tolo1255,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
tasm1246,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,y,a,-,-,-,-,-
nara1263,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,t,-,-,o,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
moro1286,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,o,-,-,-,t,-,-,o,-,n,-,-,-,-,-,-,-,-,-,i,-,-,-,a,-,-,-,-,-
ambl1237,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,u,-,-,-,t,-,-,o,-,n,-,-,-,-,-,-,-,-,-,i,-,-,-,a,-,-,-,-,-
tang1347,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,u,-,r,-,-,-,-,-,-,-,-,-,i,-,-,-,a,-,-,-,-,-
malo1243,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,w,-,r,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
arak1252,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
tutu1241,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,u,-,r,-,-,-,-,-,-,-,-,-,i,-,-,-,a,-,-,-,-,-
mafe1237,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,u,-,r,-,-,-,-,-,-,-,-,-,i,-,-,-,a,-,-,-,-,-
east2443,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,g,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
hano1246,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,g,-,g,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
cent2058,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
baet1237,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mari1426,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
motl1237,-,-,-,-,-,-,-,-,-,t,i,-,-,-,-,-,i,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
leme1238,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vure1239,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vera1241,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mota1237,-,-,-,-,-,-,-,-,-,t,a,-,-,-,-,-,u,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
weta1242,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nume1241,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
merl1237,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
koro1308,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lako1245,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
loto1240,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
leip1237,-,-,-,p,-,-,o,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
loni1238,-,-,-,p,-,-,o,-,-,t,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,e,i,-,-,-,-,-,e,-,-,i,-,-,-,-,-,-,-,-,-
papi1254,-,-,-,p,o,r,o,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
sisi1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,i,-,-,-,a,-,-,-,-,-
vagh1249,-,p,a,l,-,-,a,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vari1239,-,p,a,l,-,-,a,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,u,-,-,-,a,-,-,-,-,-
rovi1238,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,i,-,n,i,-,-,-,a,-,-,-,-,-
hoav1238,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,i,-,n,i,-,-,-,-,-,-,-,-,-
maro1244,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,n,i,-,-,-,a,-,-,-,-,-
vang1243,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-
lung1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
sapo1253,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,m,-,-,-
solo1257,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,o,-,-,t,o,-,n,-,-,-
tora1259,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,o,-,-,-,a,-,-,-,-,-
zaza1245,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,k,-,-,-,-,h,-,-,-,-,-,-,i,-,n,-,-,-,-,a,-,-,-,-,-
blab1237,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,k,-,-,-,-,h,-,-,-,-,-,-,i,-,n,-,-,-,-,a,-,-,-,-,-
koko1269,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,n,-,-,-,-,i,-,-,-,-,-
gaoo1237,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,l,o,-,-,k,u,-,-,-,-,-
suau1242,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
sali1295,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
bwan1241,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,b,i,k,a,l,a,t,a,-,n,i,-,-,-,-,-,-,-,-,-
oyao1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
auhe1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
buhu1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
moli1248,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
dobu1241,-,-,-,-,-,-,-,-,-,g,i,-,i,y,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
buna1276,-,-,-,-,-,-,-,-,-,g,i,-,i,y,-,-,a,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
sewa1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,b,i,-,-,-,-,s,-,-,-,i,-,-,-,-,-,-,-,-,-
diod1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
idun1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,i,-,-,n,a,-,-,-,-,-
iama1237,-,-,-,-,-,-,-,-,-,7,i,v,e,7,-,-,a,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,i,-,-,n,a,-,-,-,-,-
kolu1245,-,-,-,-,-,-,-,-,-,g,i,-,i,y,-,-,a,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,o,-,-,n,e,-,-,-,-,-
kolu1245,-,-,-,-,-,-,e,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,i,-,-,n,a,-,-,-,-,-
gapa1238,-,-,-,-,-,-,-,-,-,v,-,-,o,t,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gapa1238,-,-,-,-,-,-,-,-,-,v,o,v,o,t,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
ghay1237,-,-,-,-,-,-,-,-,-,v,-,-,o,t,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
anuk1239,-,-,-,-,-,-,-,-,-,k,a,b,i,t,a,w,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
anuk1239,-,-,-,-,-,-,-,-,-,k,a,b,i,t,a,w,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
tawa1275,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
ubir1237,-,-,-,-,-,-,-,-,-,-,e,b,o,t,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kili1267,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,p,-,-,-,-,a,t,-,-,-,u,-,-,-,-,-,-,-,-,-
muyu1244,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,p,e,-,-,-,e,t,-,-,-,-,-,-,-,-,-,-,-,-,-
tour1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,p,i,-,-,-,-,k,a,-,-,i,-,-,-,a,-,-,-,-,-
kuni1263,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
lala1268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
abad1241,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,i,-,a,v,a,-,-,-,-,-
hula1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
meke1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,i,-,-,-,a,-,-,-,-,-
mago1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,b,i,-,-,-,-,t,a,-,r,i,-,-,-,-,-,-,-,-,-
pulu1242,-,-,-,m,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,u,-,-,-,-,-,-,-,-,-
pulu1242,-,-,-,m,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
chuu1238,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,o,E,T,h,t,-,-,s,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
chuu1238,-,-,-,m,-,-,-,-,-,w,-,-,-,-,-,-,e,e,T,h,t,-,-,s,-,h,-,-,-,-,-,-,u,-,-,u,-,-,-,-,-,-,-,-,-
wole1240,-,-,-,m,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,s,-,h,-,-,-,-,-,-,u,-,-,u,-,-,-,-,-,-,-,-,-
wole1240,-,-,-,m,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,s,-,h,-,-,-,-,-,-,u,-,-,u,-,-,-,-,-,-,-,-,-
mort1237,-,-,a,m,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,3,-,-,3,-,-,-,-,-,-,-,-,-
kosr1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,r,-,-,-,-,-,-,-,-,-,u,-,-,-,h,-,-,-,-,-
bebe1252,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
avau1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-,-,s,-,-,-,-,-
akol1237,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-,-,s,-,-,-,-,-
seng1281,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,o,-,-,-,-,-,-,N,-,h,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
seng1281,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,m,-,-,-,-,-
seng1281,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,k,-,s,-,-,-,-,-,-,-,-,-,u,-,-,-,m,-,-,-,-,-
lamo1244,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,s,S,i,y,e,e
mouk1239,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,s,-,-,-,-,-
amar1272,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,s,k,i,s,-,-
lore1244,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
shar1244,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
butm1237,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,o,-,-,-,m,-,-,-,-,d,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-
polo1242,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,m,-,-,u,n,t,-,-,-,-,-,-,-,-,-,i,-,-,-,r,-,-,-,-,-
saka1289,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-,y,r,-,-,-,-,-
hote1245,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nang1262,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
lena1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2869,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kwam1252,-,-,-,-,-,-,a,-,-,v,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
nort2847,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
whit1269,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,s,-,-,-,-,-,k,a,-,l,u,-,-,-,m,-,-,-,-,-
dehu1237,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,o,-,-,-,-,-,-,E,-,l,e,-,-,-,-,t,-,-,-,i,-,-,-,-,-,-,-,-,-
iaai1238,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,o,-,-,-,-,-,-,o,-,-,o,-,-,-,-,t,-,-,-,r,-,-,-,-,-,-,-,-,-
kuma1276,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,i,-,-,-,-,-,-,m,-,w,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
