language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49
geda1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,e,-,-,-,-,-,-,e,-,n,-,-
bilb1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,e,-,n,-,-
mind1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,3,-,N,g,a
wabb1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,e,-,-,-,u
awad1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,e,-,-,-,u
ronj1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,g,u,a
nana1258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,g,u,a
woge1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,e,-,-,-,-
mana1295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,e,-,-,-,-
kair1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,5,-,-
yabe1254,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,m,b,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,l,-,a
onto1237,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-
taku1257,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-
sika1261,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-
sika1261,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
nuku1259,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
nuku1260,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-
kapi1249,-,-,-,h,-,-,o,-,-,-,-,-,-,-,-,-,-,l,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,e,-,-,-,-
samo1305,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-
nort2844,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-
tiko1237,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-
anut1237,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
east2447,-,-,-,7,a,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-
wall1257,-,-,-,7,a,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-
tong1325,-,-,-,7,-,-,e,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-
niue1239,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-
emae1237,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
mung1271,-,-,-,7,a,-,a,-,-,-,-,-,-,-,-,-,-,g,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,o,-,-,-,-
futu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
west2516,-,-,-,f,a,g,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-
mele1250,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
toke1240,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-
pile1238,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-
raro1241,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
penr1237,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
tuam1242,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
mang1401,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
mang1401,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
mang1402,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
raka1237,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-
raka1237,-,-,-,v,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
raka1237,-,-,-,v,-,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
maor1246,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
rapa1244,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
rapa1244,-,-,-,7,a,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
puka1242,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-
nort2845,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,7,e,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
ruru1237,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
tahi1242,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,-
hawa1245,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-
niua1240,-,-,-,7,-,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-
rotu1241,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,e,-,-,-,-
bauu1243,-,-,-,-,-,-,i,-,-,-,y,-,-,-,-,a,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
west2519,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
bola1250,-,-,-,t,-,-,a,-,-,-,-,-,-,-,-,-,-,b,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,e,-,-,-,-
bulu1253,-,-,-,t,-,-,a,-,-,-,-,-,-,-,-,-,-,b,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,e,-,-,n,-,-,-,a,-,-,-,-
mudu1242,-,-,-,l,-,-,a,-,-,-,-,-,-,-,-,-,-,v,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
unea1237,-,-,-,l,-,-,a,-,-,-,-,-,-,-,-,-,-,b,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
naka1262,-,-,-,k,-,-,a,-,-,-,l,-,-,-,-,a,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
naka1262,-,-,-,k,-,-,a,-,-,-,l,-,-,-,-,a,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
mera1242,-,-,-,t,-,-,a,-,-,-,-,-,-,-,-,-,-,b,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,e,-,-,-,-
dori1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
wala1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kwai1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
lauu1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kwar1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
baeg1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
fata1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
toab1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
toab1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
bael1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
gula1270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
long1395,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
oroh1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
area1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
saaa1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
rihu1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,a,m,e,a,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
haun1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,a,m,e,a,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kahu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
sant1413,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
aros1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,a,m,e,a,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
tolo1254,-,-,-,l,-,-,a,-,-,-,-,-,-,-,-,-,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
tolo1254,-,-,-,l,-,-,a,-,-,-,-,-,-,-,-,-,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bira1254,-,-,-,l,-,-,a,-,-,-,-,-,-,-,-,-,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
tand1254,-,-,-,l,-,-,a,-,-,-,-,-,-,-,-,-,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
mala1484,-,-,-,l,-,-,a,-,-,-,-,-,-,-,-,-,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
leng1259,-,-,-,l,-,-,a,-,-,-,-,-,-,-,-,-,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,u,-,-,-,-
bugh1239,-,t,-,h,-,-,a,-,-,-,-,-,-,-,-,-,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gela1263,-,-,-,l,-,-,a,-,-,-,-,-,-,-,-,-,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
taba1261,-,-,-,k,-,-,a,-,-,-,r,-,-,-,-,a,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-
taba1261,-,-,-,k,-,-,a,-,-,-,r,-,-,-,-,a,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lihi1237,-,-,-,k,-,-,a,-,-,-,l,-,-,-,-,a,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lihi1237,-,-,-,k,-,-,a,-,-,-,l,-,-,-,-,a,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tang1348,-,-,-,k,-,-,e,-,-,-,r,-,-,-,-,e,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tang1348,-,-,-,k,-,-,e,-,-,-,r,-,-,-,-,e,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-
siar1238,-,-,-,k,-,-,a,-,-,-,r,-,-,-,-,-,-,m,a,-,-,i,-,-,-,y,a,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-
siar1238,-,-,-,k,-,-,a,-,-,-,r,-,-,-,-,-,-,m,a,-,-,i,-,-,-,y,a,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-
surs1246,-,-,-,k,-,-,e,-,-,-,r,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
surs1246,-,-,-,k,-,-,e,-,-,-,r,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kand1301,-,i,n,k,-,-,a,-,-,-,r,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-
kand1301,-,i,n,k,-,-,a,-,-,-,r,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-
ramo1244,-,-,-,k,-,-,a,-,-,-,r,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ramo1244,-,-,-,k,-,-,a,-,-,-,r,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
patp1243,-,-,-,k,-,-,a,-,-,-,r,-,-,-,-,a,-,n,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
patp1243,-,-,-,k,-,-,a,-,-,-,r,-,-,-,-,a,-,n,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kuan1248,-,a,-,k,-,-,a,-,-,-,r,-,-,-,-,a,-,m,-,-,-,e,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kuan1248,-,a,-,k,-,-,a,-,-,-,r,-,-,-,-,a,-,m,-,-,-,e,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
mini1251,-,a,-,k,-,-,a,-,-,-,r,-,-,-,-,a,-,m,-,-,-,e,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
mini1251,-,a,-,k,-,-,a,-,-,-,r,-,-,-,-,a,-,m,-,-,-,e,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
bilu1244,-,o,-,k,-,-,a,-,-,-,r,-,-,-,-,a,-,m,-,-,-,e,-,-,-,p,-,-,-,-,i,-,-,-,p,-,-,-,-,-,-,-,-,-,i,-,-,-,-
bilu1244,-,o,-,k,-,-,a,-,-,-,r,-,-,-,-,a,-,m,-,-,-,e,-,-,-,p,-,-,-,-,i,-,-,-,p,-,-,-,-,-,-,-,-,-,i,-,-,-,-
nali1244,-,-,-,T,-,h,a,-,-,-,r,-,-,-,-,a,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
nali1244,-,-,-,T,-,h,a,-,-,-,r,-,-,-,-,a,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
west2524,-,-,-,T,-,-,-,-,-,-,h,-,-,-,-,e,-,m,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
west2524,-,-,-,T,-,-,-,-,-,-,h,-,-,-,-,e,-,m,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
tian1237,-,-,-,k,-,-,i,-,-,-,-,-,-,-,-,a,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
tian1237,-,-,-,k,-,-,i,-,-,-,-,-,-,-,-,a,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
