language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61
bira1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,a,-,-,-
bira1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,a,-,-,-
leng1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,N,g,-,-,u,-,-,-
leng1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,N,g,-,-,u,-,-,-
bugh1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,e,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gela1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
gela1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
mada1285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,n,-,-,-,-,-,g,-,-,-,-,-,-,-,s,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
mada1285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,n,g,-,s,a,-,n,g,s,a,s,i,l,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,k,-,-,-,-,-,-,-
baro1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,i,-,-,-,s,i,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-
tang1348,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
siar1238,-,-,-,k,-,-,-,-,-,a,-,b,-,-,i,-,n,-,-,-,-,-,g,i,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,n,-,-,-,-,-,-,-
siar1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,g,i,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,n,-,-,-,-,-,-,-
labe1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
surs1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-
kand1301,-,-,i,n,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
ramo1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
patp1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,g,i,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-
kuan1248,a,g,o,-,-,-,-,-,-,-,-,-,-,-,-,-,r,o,p,n,a,n,g,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,n,-,-,-,e,-,-,-
kuan1248,a,p,a,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,a,n,g,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,n,-,-,-,e,-,-,-
mini1251,-,p,a,l,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-
mini1251,-,p,a,l,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-
mini1251,a,p,a,l,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,g,-,-,-
mini1251,a,p,a,l,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,g,-,-,-
bilu1244,-,-,-,n,-,-,-,-,-,a,-,g,-,-,o,-,r,o,-,n,a,n,g,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,n,-,-,-,e,-,-,-
bilu1244,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,g,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,n,-,-,-,e,-,-,-
tiga1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
tung1290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
tian1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,o,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
tian1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,o,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
nali1244,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2856,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,-,-
lele1267,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,n,a
eton1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,t,-,-,-,i,-,N,-
nama1268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,t,-,-,-,i,-,-,-
lewo1242,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,u,-,-,-
lewo1242,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,u,-,-,-
lewo1242,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,u,-,-,-
lame1260,-,-,-,m,-,-,a,-,r,a,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,u,-,-,-
lame1260,-,-,-,m,-,-,a,-,r,a,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,u,-,-,-
lame1260,-,-,-,m,-,-,a,-,r,a,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,u,-,-,-
bier1244,-,-,-,m,-,-,-,-,-,E,-,-,-,-,-,-,r,-,-,-,-,-,-,e,-,T,t,S,u,a,n,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
bier1244,-,-,-,m,-,-,-,-,-,E,-,-,-,-,-,-,r,-,-,-,-,-,-,e,-,T,t,S,u,a,n,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
bier1244,-,-,-,m,-,-,-,-,-,E,-,-,-,-,-,-,r,-,-,-,-,-,-,e,-,T,t,S,u,a,n,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
baki1244,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,T,-,t,S,u,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,k,-,-,-,u,-,-,-
baki1244,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,T,-,t,S,u,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,k,-,-,-,u,-,-,-
baki1244,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,T,-,t,S,u,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,k,-,-,-,u,-,-,-
bier1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,N,-,-,-,-,-,-,-
bier1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,N,-,-,-,-,-,-,-
maii1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,-,-
maii1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,-,-
orko1234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
orko1234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
port1286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,k,-,-,-,-,-,-,-
port1286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,k,-,-,-,-,-,-,-
lonw1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,k,-,-,-,-,-,-,-
lonw1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,k,-,-,-,-,-,-,-
nort2839,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,-,-
nort2839,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,-,-
daka1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
daka1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2859,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2859,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
seke1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,w,o,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
seke1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,w,o,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
mara1399,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mara1399,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bign1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bign1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nese1235,-,-,-,n,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
nese1235,-,-,-,n,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
nese1235,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-
nese1235,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-
mpot1241,-,-,-,n,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
mpot1241,-,-,-,n,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
mpot1241,-,-,-,n,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,-,-,-
mpot1241,-,-,-,n,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
maee1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
maee1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
vaoo1237,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
nasa1240,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,l,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nasa1240,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,l,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dixo1238,-,-,-,h,-,-,-,-,-,E,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dixo1238,-,-,-,h,-,-,-,-,-,E,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lete1241,-,-,-,n,-,-,-,-,-,E,-,-,-,-,-,-,l,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-
lete1241,-,-,-,n,-,-,-,-,-,E,-,-,-,-,-,-,l,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-
labo1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,b,-,-,-,a,-,-,-,x,i,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
litz1237,-,-,-,n,-,-,-,-,-,e,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,n,-,-,-,-,-,-,-
litz1237,-,-,-,n,-,-,-,-,-,e,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,n,-,-,-,-,-,-,-
vinm1237,-,-,-,n,-,-,-,-,-,o,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
vinm1237,-,-,-,n,-,-,-,-,-,o,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
lare1249,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,x,-,-,-,-,-,-,-
lare1249,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,x,-,-,-,-,-,-,-
malf1237,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,n,-,-,-,-,-,-,-
