language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52
bugh1239,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
gela1263,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
gela1263,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
mada1285,l,-,o,-,b,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
tang1348,-,-,-,-,t,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lihi1237,-,-,-,-,t,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
siar1238,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,n,-,-
labe1239,-,-,-,-,t,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
surs1246,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,u,-,-
kand1301,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ramo1244,l,-,3,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
patp1243,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kuan1248,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mini1251,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,i,-,-,-,-,-,-,n,-,a
bilu1244,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,o,-,-,-,r,-,-,-,o,-,-,i,k,-,-,i,-,-,d,-,o
tung1290,-,-,-,-,t,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tian1237,-,-,a,-,t,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nali1244,-,-,-,-,r,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
sout2856,-,-,m,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2856,-,-,m,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lele1267,-,-,m,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
lele1267,-,-,m,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
eton1255,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
eton1255,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nama1268,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,i,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nama1268,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,i,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lewo1242,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
lewo1242,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
lame1260,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lame1260,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bier1244,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
bier1244,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
baki1244,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
baki1244,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
bier1246,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bier1246,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
maii1238,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
maii1238,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
orko1234,-,-,-,-,m,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
orko1234,-,-,-,-,m,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
port1286,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lonw1238,-,-,-,-,m,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lonw1238,-,-,-,-,m,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2839,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,i,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2839,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,i,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
daka1243,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
daka1243,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2859,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2859,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
apma1240,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,a,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
seke1241,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
seke1241,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
saaa1241,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
saaa1241,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mara1399,-,-,y,d,Z,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,3,-,-,-,-,-,-,p,-,-
bign1238,-,-,-,-,s,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,E,-,-,-,-,-,-,b,-,-
nese1235,-,-,-,-,n,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,w,-,-,o,-,-,-,-,-,-,-,-,-
nese1235,-,-,-,-,n,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,w,-,-,o,-,-,-,-,-,-,-,-,-
mpot1241,-,-,-,-,n,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,3,-,-,-,r,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
mpot1241,-,-,-,-,n,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,3,-,-,-,r,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-
mpot1241,-,-,-,-,n,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,b,-,-,e,-,-,-,-,-,-,-,-,-
mpot1241,-,-,-,-,n,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,b,-,-,e,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,p,-,-
malu1245,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,p,-,-
malu1245,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,o,-,-,-,-,-,-,p,-,-
malu1245,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,o,-,-,-,-,-,-,p,-,-
malu1245,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,p,-,-
malu1245,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,p,-,-
malu1245,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,v,-,-
malu1245,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,v,-,-
maee1241,-,-,-,-,s,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,p,-,-
vaoo1237,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vaoo1237,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nasa1240,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nasa1240,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dixo1238,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dixo1238,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lete1241,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,o,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lete1241,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,o,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
labo1244,-,-,-,-,m,-,-,-,-,w,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
labo1244,-,-,-,-,m,-,-,-,-,w,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
litz1237,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
litz1237,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
litz1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,e,-,-,-,-,-,-,g,-,-
vinm1237,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vinm1237,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lare1249,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lare1249,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
malf1237,-,-,i,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
malf1237,-,-,i,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
navw1234,-,-,i,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,o,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
navw1234,-,-,i,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,o,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2857,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2857,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nati1244,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nati1244,-,-,-,-,m,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ling1265,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ling1265,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
niti1249,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
niti1249,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
katb1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,k,-,-
nisv1234,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nisv1234,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nasv1234,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nasv1234,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nasv1234,-,-,a,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nasv1234,-,-,a,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
axam1237,-,-,a,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
axam1237,-,-,a,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
avok1244,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
avok1244,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
port1285,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
port1285,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mask1242,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mask1242,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aulu1238,-,-,-,-,m,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aulu1238,-,-,-,-,m,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aulu1238,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aulu1238,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bwen1239,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bwen1239,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
burm1263,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
burm1263,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
rere1240,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
rere1240,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
unua1237,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
