language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
onto1237,-,-,-,-,-,-,-,p,-,-,-,-,-,e,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
sika1261,-,-,-,-,-,-,-,p,-,-,-,-,-,e,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
nuku1259,-,-,-,-,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
nuku1259,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-,a,-,k,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
nuku1259,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-,a,-,k,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
nuku1260,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kapi1249,-,-,-,-,-,-,-,d,-,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
kapi1249,-,-,-,-,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
kapi1249,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
nort2844,-,-,t,-,-,u,-,p,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,p,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,a,-
anut1237,-,-,-,-,-,-,-,p,-,-,-,-,-,e,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
east2447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
east2447,-,-,-,-,-,-,-,7,-,-,-,-,-,a,-,-,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
east2447,-,-,-,-,-,-,-,p,-,-,-,-,-,e,-,-,-,-,-,-,e,-,s,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
wall1257,-,-,-,-,-,-,-,7,-,-,-,-,-,a,-,-,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
wall1257,-,-,-,-,-,-,-,p,-,-,-,-,-,e,-,-,-,-,-,-,e,-,h,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
tong1325,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
tong1325,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,i,-,-,-,-,-,-,-,i,-,-,-,-
niue1239,-,-,-,-,-,-,-,v,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
emae1237,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
mung1271,-,-,t,-,-,u,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
futu1245,-,-,t,-,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
futu1245,-,-,s,-,-,-,-,h,-,-,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
west2516,-,-,t,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,t,-,-,-,-,i,-,-,-,-,-,-,-,i,-,-,-,-
toke1240,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-,a,-,k,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
toke1240,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-,-,a,-,k,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
pile1238,-,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
raro1241,-,-,-,-,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
raro1241,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
raro1241,-,-,-,-,-,-,-,p,-,-,-,-,-,e,-,-,-,-,-,i,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
raro1241,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
penr1237,-,-,-,-,-,-,-,p,-,-,-,-,-,e,-,-,-,-,-,-,-,-,h,-,-,-,-,u,-,-,-,-,-,-,-,a,-,-,-,-
tuam1242,-,-,-,-,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
tuam1242,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
mang1401,-,-,-,-,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
mang1402,-,-,-,-,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-,i,a,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
raka1237,-,-,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,-,-,-,k,a,-,-,m,u,-,-,-,-,-,-,-,i,-,-,-,-
raka1237,-,-,-,-,-,-,-,h,-,-,-,-,-,a,-,-,-,-,-,-,-,-,k,a,-,-,m,u,-,-,-,-,-,-,-,i,-,-,-,-
rapa1244,-,-,-,-,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
rapa1244,-,-,-,-,-,-,-,v,-,-,-,-,-,e,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
rapa1244,-,-,-,-,-,-,-,b,-,-,-,-,-,e,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
puka1242,-,-,-,-,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
nort2845,-,-,-,-,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-,-,o,-,7,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
nort2845,-,-,-,-,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
ruru1237,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,o,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
tahi1242,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,a,o,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
nuku1258,-,-,-,-,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
niua1240,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
rotu1241,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,r,7,a,a,-,k,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
rotu1241,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,r,7,a,a,-,k,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
bauu1243,-,-,-,-,-,-,-,v,-,-,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,-,i,t,a,k,-,-,-,-,a,-,-,-,-
west2519,-,-,-,-,-,-,-,v,-,-,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
muss1248,-,-,-,-,-,-,-,b,-,-,-,-,-,e,-,-,-,-,-,-,-,-,l,-,-,-,-,u,-,-,-,-,-,-,-,e,-,-,-,-
bola1250,-,-,-,-,-,-,-,v,-,-,-,-,-,o,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
mudu1242,-,-,-,-,-,-,-,v,-,-,-,-,-,o,-,-,-,d,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
naka1262,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
naka1262,-,-,-,-,-,-,-,p,-,-,-,-,-,i,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
kwai1243,-,-,-,-,-,-,-,7,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,a,-
lauu1247,-,-,-,-,-,-,-,7,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
kwar1239,-,-,-,-,-,-,-,7,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
toab1237,-,-,-,-,-,-,-,7,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bugh1239,-,-,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
taba1261,-,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
lihi1237,-,-,-,-,-,-,-,l,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kuan1248,-,-,i,-,-,-,-,v,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
mini1251,-,-,-,-,-,-,-,v,-,-,-,-,-,u,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
lamu1255,-,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,-,-,i,-,y,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
baro1253,-,-,i,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,e,-,w,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
lewo1242,-,-,k,-,-,u,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,a,-
lame1260,-,-,k,-,-,u,-,w,-,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-
bier1244,-,-,k,-,-,u,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,a,-
baki1244,-,-,b,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,o,-
bier1246,-,-,x,-,-,o,-,b,-,-,-,-,-,o,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
maii1238,-,-,k,-,-,3,-,b,-,-,-,-,-,3,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngun1274,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
lele1267,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,t,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
eton1255,-,-,s,-,-,-,-,f,-,-,-,-,-,e,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
nama1268,-,-,s,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,k,-
orko1234,-,-,t,-,-,o,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
port1286,-,-,t,-,-,o,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
nort2839,-,-,k,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
daka1243,-,-,t,-,-,o,-,w,-,-,-,-,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
daka1243,-,-,-,-,-,-,-,b,-,-,-,w,-,i,-,-,-,l,-,-,i,-,n,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
sowa1244,-,-,w,-,-,a,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,e,-,-,-,-,-,-,-,e,-,-,-,-
seke1241,-,-,-,-,-,-,-,s,-,-,-,-,-,e,-,-,-,-,-,-,e,b,n,-,-,-,-,e,-,-,-,-,-,-,-,e,-,-,-,-
apma1240,-,-,w,-,-,o,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
apma1240,-,-,w,-,-,o,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
saaa1241,-,p,w,-,-,a,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,e,-,-,-,-,-,-,-,e,-,-,-,-
sout2858,-,-,s,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
sout2859,-,-,k,-,-,o,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
navu1237,-,-,-,-,-,-,-,p,-,-,-,-,-,u,-,-,-,-,-,-,-,-,l,-,-,-,-,e,-,i,-,-,-,-,-,-,-,-,-,-
tial1239,-,-,n,-,-,-,-,p,-,-,-,-,-,u,-,-,-,-,-,-,-,-,l,-,-,-,-,e,-,i,-,-,-,-,-,-,-,-,-,-
akei1237,-,-,s,-,-,a,-,p,-,-,-,-,-,u,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,i,-,-,-,-,-,a,-,-,-,-
fort1240,-,-,-,-,-,-,-,p,-,-,-,-,-,u,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,i,-,-,-,-,-,a,-,-,-,-
mere1242,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,e,-,i,-,-,-,-,-,-,-,-,-,-
wusi1237,-,-,-,-,-,-,-,p,-,-,-,-,-,3,-,-,-,-,-,-,-,-,l,-,-,-,-,e,7,E,-,-,-,-,-,n,-,-,-,-
tang1347,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,x,-,-,-,-,i,-,-,-,-
malo1243,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,x,-,-,-,-,i,-,-,-,-
arak1252,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,n,-,-,-,-,e,-,-,-,-
tutu1241,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,i,n,-,-,-,-,a,-,-,-,-
aore1237,-,-,n,-,-,-,-,b,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,a,-,-,-,-
nara1263,-,-,o,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,i,-,-,-,-,-,a,-,-,-,-
moro1286,-,-,-,-,-,-,-,p,-,-,-,-,-,u,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,i,-,-,-,-,-,a,-,-,-,-
hano1246,-,-,-,-,-,-,-,b,-,-,-,-,-,o,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
hano1246,-,-,-,-,-,-,-,v,-,-,-,-,-,o,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
cent2058,-,-,x,-,-,-,-,w,-,-,-,o,s,a,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
baet1237,-,-,n,-,-,-,-,b,-,-,-,w,-,a,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,x,-
rori1237,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,x,-
leha1244,-,-,-,-,-,e,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
leha1243,-,-,-,-,-,E,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
leme1238,-,-,k,p,w,E,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
leme1238,-,-,s,-,-,E,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
vure1239,-,-,b,-,-,i,-,b,-,-,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vera1241,-,-,-,-,-,e,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mota1237,-,-,v,-,-,i,-,v,-,-,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nume1241,-,-,b,-,-,i,-,b,-,-,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
merl1237,-,-,w,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
lako1245,a,k,p,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
mara1399,-,y,d,-,-,-,-,Z,-,-,-,-,-,3,-,-,-,-,-,-,-,-,r,-,-,-,-,e,-,-,n,-,-,-,-,-,-,-,-,-
bign1238,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,n,-,-,-,-,e,-,-,-,-
mpot1241,-,-,-,-,-,-,-,v,-,-,-,-,-,E,-,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,n,-,-,-,-,-,-,-,-,-
mpot1241,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,n,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,w,-,-,-,-,-,E,-,-,-,-,-,-,-,-,r,-,-,-,-,E,-,-,n,-,l,u,-,e,-,-,-,-
malu1245,-,-,t,-,-,-,-,S,-,-,-,-,-,E,-,-,-,-,-,-,-,p,l,-,-,-,-,E,-,-,n,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,w,-,-,-,-,-,E,-,-,-,-,-,-,-,-,r,-,-,-,-,E,-,-,n,-,l,u,-,e,-,-,-,-
malu1245,-,-,-,-,-,-,-,w,-,-,-,-,-,E,-,-,-,-,-,-,-,-,r,-,-,-,-,E,-,-,n,-,l,u,-,e,-,-,-,-
malu1245,-,-,-,-,-,-,-,w,-,-,-,-,-,E,-,-,-,-,-,-,-,-,r,-,-,-,-,E,-,-,n,-,l,u,-,e,-,-,-,-
malu1245,-,-,-,-,-,-,-,w,-,-,-,-,-,E,-,-,-,-,-,-,-,-,r,-,-,-,-,E,-,-,n,-,l,u,-,e,-,-,-,-
maee1241,-,-,-,-,-,-,-,s,-,-,-,-,-,E,-,-,-,-,-,-,-,-,r,-,-,-,-,E,-,-,-,-,x,-,-,e,-,-,-,-
maee1241,-,-,-,-,-,-,-,s,-,-,-,-,-,E,-,-,-,-,-,-,-,-,r,-,-,-,-,E,-,-,-,-,x,-,-,e,-,-,-,-
maee1241,-,-,-,-,-,-,-,s,-,-,-,-,-,E,-,-,-,-,-,-,-,-,r,-,-,-,-,E,-,-,-,-,x,-,-,e,-,-,-,-
vaoo1237,-,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,h,i,-,-,n,-,-,-,-,i,-,-,-,-
dixo1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,u,-,-,n,b,-,-,-,u,-,-,k,-
lete1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,E,-,-,n,b,-,-,-,u,-,-,k,-
labo1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,u,-,-,n,b,r,-,-,o,-,-,-,-
labo1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,u,-,-,n,b,r,-,-,o,-,-,-,-
litz1237,-,-,-,-,-,-,-,v,-,-,-,-,-,3,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-
vinm1237,-,-,-,-,-,-,-,v,-,-,-,-,-,i,-,-,-,-,-,-,-,-,d,-,-,-,-,e,n,e,n,-,l,o,w,i,-,-,-,-
lare1249,-,-,-,-,-,-,-,b,-,-,-,s,-,3,-,-,-,-,-,-,-,-,x,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-
malf1237,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,k,-,-,-,-,o,m,-,b,-,-,-,-,-,-,-,-,-
sout2857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,o,-,-,m,-,-,-,-,-,-,-,-,-
niti1249,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,d,-,-,-,-,u,-,-,-,-
wala1267,-,-,-,-,-,-,-,w,-,-,-,-,-,i,-,-,-,-,-,-,-,-,t,-,-,-,S,e,-,-,n,-,-,-,-,i,-,-,-,-
